Cruise	Station	Type	mon/day/yr	hh:mm	Lon[°E]	Lat[°N]	QF	Pressure[dbar]	QF	Temperature[°C]	QF	Salinity[PSU]	QF	Sigma_theta[kg/m^3]	QF	Depth[m]	QF	Oxygen[µmol/kg]	QF	OxygenSat[%]	QF	Nitrate[µmol/kg]	QF	Chl_a[mg/m^3]	QF	Chl_a_corr[mg/m^3]	QF	b_bp700[1/m]	QF	b_bp_corr[1/m]	QF	POC[mmol/m^3]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF	TALK_LIAR[µmol/kg]	QF	DIC_LIAR[µmol/kg]	QF	pCO2_LIAR[µatm]	QF
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	1598.50	0	0.2080	0	34.6732	0	27.836	0	1576.696	0	213.53	0	61.6	0	35.38	8	0.0000	0	0.0000	0	0.000186	1	-1E+10	1	0.74	1	7.8956	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	1498.56	0	0.2481	0	34.6751	0	27.835	0	1478.468	0	209.99	0	60.6	0	35.33	8	0.0036	0	0.0036	0	0.000175	1	-1E+10	1	0.71	1	7.8934	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	1399.09	0	0.2927	0	34.6775	0	27.834	0	1380.657	0	207.15	0	59.8	0	35.40	8	0.0000	0	0.0000	0	0.000186	1	-1E+10	1	0.74	1	7.8945	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	1299.23	0	0.3378	0	34.6790	0	27.832	0	1282.416	0	203.99	0	59.0	0	35.47	8	0.0036	0	0.0036	0	0.000198	1	-1E+10	1	0.77	1	7.8932	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	1199.40	0	0.3821	0	34.6809	0	27.831	0	1184.159	0	202.50	0	58.6	0	35.51	8	0.0036	0	0.0036	0	0.000198	1	-1E+10	1	0.77	1	7.8949	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	1099.57	0	0.4263	0	34.6827	0	27.829	0	1085.855	0	199.84	0	57.9	0	35.53	8	0.0036	0	0.0036	0	0.000198	1	-1E+10	1	0.77	1	7.8946	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	1000.02	0	0.4679	0	34.6844	0	27.828	0	987.781	0	198.38	0	57.6	0	35.57	8	0.0036	0	0.0036	0	0.000209	1	-1E+10	1	0.80	1	7.8955	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	950.80	0	0.4909	0	34.6853	0	27.827	0	939.274	0	198.54	0	57.7	0	35.39	8	0.0000	0	0.0000	0	0.000198	1	-1E+10	1	0.77	1	7.8938	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	901.23	0	0.5178	0	34.6861	0	27.826	0	890.410	0	198.39	0	57.7	0	35.36	8	0.0000	0	0.0000	0	0.000209	1	-1E+10	1	0.80	1	7.8949	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	851.35	0	0.5428	0	34.6864	0	27.825	0	841.229	0	197.93	0	57.6	0	35.46	8	0.0036	0	0.0036	0	0.000198	1	-1E+10	1	0.77	1	7.8963	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	801.59	0	0.5759	0	34.6882	0	27.824	0	792.155	0	198.17	0	57.7	0	35.17	8	0.0036	0	0.0036	0	0.000209	1	-1E+10	1	0.80	1	7.8993	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	751.31	0	0.6159	0	34.6895	0	27.823	0	742.556	0	198.02	0	57.7	0	35.06	8	0.0036	0	0.0036	0	0.000913	1	-1E+10	1	2.63	1	7.9026	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	701.11	0	0.6434	0	34.6895	0	27.821	0	693.024	0	197.72	0	57.6	0	35.05	8	0.0000	0	0.0000	0	0.000210	1	-1E+10	1	0.80	1	7.9058	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	650.84	0	0.6928	0	34.6923	0	27.820	0	643.412	0	197.85	0	57.8	0	34.91	8	0.0072	0	0.0072	0	0.000187	1	-1E+10	1	0.74	1	7.9093	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	601.55	0	0.7314	0	34.6932	0	27.818	0	594.755	0	197.27	0	57.6	0	34.73	8	0.0000	0	0.0000	0	0.000221	1	-1E+10	1	0.83	1	7.9112	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	551.40	0	0.7706	0	34.6945	0	27.816	0	545.237	0	196.62	0	57.5	0	34.80	8	0.0072	0	0.0072	0	0.000233	1	-1E+10	1	0.86	1	7.9120	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	501.58	0	0.8193	0	34.6962	0	27.815	0	496.033	0	196.15	0	57.4	0	34.54	8	0.0000	0	0.0000	0	0.000233	1	-1E+10	1	0.86	1	7.9144	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	450.89	0	0.8626	0	34.6969	0	27.812	0	445.958	0	195.17	0	57.2	0	34.61	8	0.0072	0	0.0072	0	0.000267	1	-1E+10	1	0.95	1	7.9149	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	401.52	0	0.9263	0	34.6987	0	27.809	0	397.175	0	194.26	0	57.1	0	34.71	8	0.0072	0	0.0072	0	0.000222	1	-1E+10	1	0.83	1	7.9154	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	380.98	0	0.9464	0	34.6989	0	27.808	0	376.876	0	193.82	0	57.0	0	34.49	8	0.0036	0	0.0036	0	0.000233	1	-1E+10	1	0.86	1	7.9160	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	360.98	0	0.9676	0	34.6992	0	27.807	0	357.109	0	193.44	0	56.9	0	34.44	8	0.0036	0	0.0036	0	0.000256	1	-1E+10	1	0.92	1	7.9165	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	351.17	0	0.9796	0	34.6991	0	27.806	0	347.412	0	193.16	0	56.8	0	34.43	8	0.0036	0	0.0036	0	0.000210	1	-1E+10	1	0.80	1	7.9157	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	341.38	0	0.9874	0	34.6996	0	27.806	0	337.735	0	192.96	0	56.8	0	34.54	8	0.0000	0	0.0000	0	0.000199	1	-1E+10	1	0.77	1	7.9156	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	331.29	0	0.9990	0	34.6991	0	27.805	0	327.761	0	192.77	0	56.7	0	34.64	8	0.0072	0	0.0072	0	0.000233	1	-1E+10	1	0.86	1	7.9162	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	318.90	0	1.0160	0	34.6992	0	27.804	0	315.512	0	192.35	0	56.6	0	34.44	8	0.0000	0	0.0000	0	0.000222	1	-1E+10	1	0.83	1	7.9154	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	309.63	0	1.0280	0	34.6990	0	27.803	0	306.347	0	192.74	0	56.8	0	34.70	8	0.0036	0	0.0036	0	0.000222	1	-1E+10	1	0.83	1	7.9147	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	300.87	0	1.0426	0	34.6989	0	27.802	0	297.687	0	191.80	0	56.5	0	34.55	8	0.0072	0	0.0072	0	0.000403	1	-1E+10	1	1.30	1	7.9155	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	290.96	0	1.0516	0	34.6982	0	27.800	0	287.888	0	192.29	0	56.7	0	34.54	8	0.0072	0	0.0072	0	0.000244	1	-1E+10	1	0.89	1	7.9160	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	281.42	0	1.0656	0	34.6986	0	27.800	0	278.455	0	191.79	0	56.5	0	34.45	8	0.0036	0	0.0036	0	0.000245	1	-1E+10	1	0.89	1	7.9163	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	270.86	0	1.0743	0	34.6983	0	27.799	0	268.013	0	192.23	0	56.7	0	34.47	8	0.0000	0	0.0000	0	0.000256	1	-1E+10	1	0.92	1	7.9165	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	261.25	0	1.0739	0	34.6969	0	27.798	0	258.510	0	191.28	0	56.4	0	34.56	8	0.0072	0	0.0072	0	0.000233	1	-1E+10	1	0.86	1	7.9142	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	251.02	0	1.0915	0	34.6962	0	27.796	0	248.394	0	191.51	0	56.5	0	34.44	8	0.0000	0	0.0000	0	0.000222	1	-1E+10	1	0.83	1	7.9138	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	240.90	0	1.0880	0	34.6947	0	27.795	0	238.386	0	190.63	0	56.2	0	34.77	8	0.0000	0	0.0000	0	0.000222	1	-1E+10	1	0.83	1	7.9129	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	231.68	0	1.0901	0	34.6941	0	27.794	0	229.267	0	190.99	0	56.3	0	34.77	8	0.0036	0	0.0036	0	0.000222	1	-1E+10	1	0.83	1	7.9116	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	221.01	0	1.1084	0	34.6934	0	27.792	0	218.714	0	189.72	0	56.0	0	34.81	8	0.0000	0	0.0000	0	0.000222	1	-1E+10	1	0.83	1	7.9101	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	211.47	0	1.1101	0	34.6922	0	27.791	0	209.278	0	190.01	0	56.1	0	34.80	8	0.0000	0	0.0000	0	0.000245	1	-1E+10	1	0.89	1	7.9109	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	200.93	0	1.1137	0	34.6905	0	27.790	0	198.852	0	189.06	0	55.8	0	34.73	8	0.0000	0	0.0000	0	0.000267	1	-1E+10	1	0.95	1	7.9095	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	190.87	0	1.1228	0	34.6900	0	27.789	0	188.901	0	189.45	0	55.9	0	34.85	8	0.0036	0	0.0036	0	0.000211	1	-1E+10	1	0.80	1	7.9083	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	181.08	0	1.1366	0	34.6890	0	27.787	0	179.216	0	188.86	0	55.8	0	34.93	8	0.0036	0	0.0036	0	0.000222	1	-1E+10	1	0.83	1	7.9082	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	171.38	0	1.1352	0	34.6875	0	27.786	0	169.620	0	187.90	0	55.5	0	34.91	8	0.0036	0	0.0036	0	0.000222	1	-1E+10	1	0.83	1	7.9068	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	161.30	0	1.1395	0	34.6852	0	27.784	0	159.647	0	187.48	0	55.4	0	34.88	8	0.0000	0	0.0000	0	0.000245	1	-1E+10	1	0.89	1	7.9051	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	148.76	0	1.1404	0	34.6825	0	27.781	0	147.240	0	187.24	0	55.3	0	34.96	8	0.0000	0	0.0000	0	0.000233	1	-1E+10	1	0.86	1	7.9063	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	139.23	0	1.1507	0	34.6818	0	27.780	0	137.811	0	187.69	0	55.4	0	35.00	8	0.0072	0	0.0072	0	0.000256	1	-1E+10	1	0.92	1	7.9039	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	131.26	0	1.1581	0	34.6797	0	27.778	0	129.924	0	187.10	0	55.3	0	35.14	8	0.0036	0	0.0036	0	0.000233	1	-1E+10	1	0.86	1	7.9030	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	120.63	0	1.1432	0	34.6767	0	27.776	0	119.406	0	186.84	0	55.2	0	35.31	8	0.0036	0	0.0036	0	0.000245	1	-1E+10	1	0.89	1	7.8998	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	111.55	0	1.0873	0	34.6694	0	27.774	0	110.420	0	186.89	0	55.1	0	35.40	8	0.0144	0	0.0144	0	0.000245	1	-1E+10	1	0.89	1	7.8994	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	101.30	0	1.0597	0	34.6642	0	27.772	0	100.277	0	186.39	0	54.9	0	35.36	8	0.0252	0	0.0252	0	0.000245	1	-1E+10	1	0.89	1	7.9003	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	93.38	0	1.0361	0	34.6604	0	27.770	0	92.438	0	187.33	0	55.2	0	35.44	8	0.0612	0	0.0612	0	0.000267	1	-1E+10	1	0.95	1	7.8996	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	85.25	0	0.9807	0	34.6536	0	27.769	0	84.392	0	187.56	0	55.1	0	35.39	8	0.1044	0	0.1044	0	0.000278	1	-1E+10	1	0.98	1	7.9023	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	77.52	0	0.8951	0	34.6445	0	27.767	0	76.741	0	189.68	0	55.6	0	35.50	8	0.0900	0	0.0900	0	0.000358	1	-1E+10	1	1.18	1	7.9025	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	70.24	0	0.7769	0	34.6293	0	27.762	0	69.536	0	191.47	0	56.0	0	34.50	8	0.1764	0	0.1764	0	0.000358	1	-1E+10	1	1.18	1	7.9267	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	63.36	0	-0.1489	0	34.5107	0	27.719	0	62.726	0	210.38	0	60.0	0	33.18	8	0.2520	0	0.2520	0	0.000412	1	-1E+10	1	1.33	1	7.9631	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	57.09	0	-1.4092	0	34.3723	0	27.659	0	56.519	0	242.95	0	67.0	0	33.10	8	0.2268	0	0.2268	0	0.000466	1	-1E+10	1	1.47	1	7.9897	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	51.82	0	-1.6536	0	34.2137	0	27.538	0	51.303	0	256.24	0	70.1	0	33.40	8	0.3924	0	0.3924	0	0.000671	1	-1E+10	1	2.00	1	7.9982	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	47.25	0	-1.7742	0	34.1441	0	27.484	0	46.779	0	265.42	0	72.3	0	33.29	8	0.3492	0	0.3492	0	0.000682	1	-1E+10	1	2.03	1	8.0005	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	42.08	0	-1.7738	0	34.1350	0	27.477	0	41.661	0	268.24	0	73.1	0	33.45	8	0.3096	0	0.3096	0	0.000670	1	-1E+10	1	2.00	1	8.0006	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	36.07	0	-1.7774	0	34.0041	0	27.371	0	35.711	0	274.20	0	74.6	0	32.90	8	0.3924	0	0.3924	0	0.000898	1	-1E+10	1	2.59	1	8.0132	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	30.90	0	-1.7807	0	33.9709	0	27.344	0	30.593	0	278.74	0	75.8	0	32.78	8	0.3384	0	0.3384	0	0.000796	1	-1E+10	1	2.32	1	8.0155	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	25.63	0	-1.7758	0	33.9651	0	27.339	0	25.376	0	281.39	0	76.5	0	32.66	8	0.2916	0	0.2916	0	0.000784	1	-1E+10	1	2.29	1	8.0162	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	20.19	0	-1.7621	0	33.9269	0	27.308	0	19.990	0	284.03	0	77.3	0	32.67	8	0.3204	0	0.3204	0	0.000796	1	-1E+10	1	2.32	1	8.0214	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	14.68	0	-1.7531	0	33.8776	0	27.267	0	14.535	0	286.34	0	77.9	0	32.48	8	0.2628	4	0.2628	4	0.000966	1	-1E+10	1	2.77	1	8.0240	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1	8.56	0	-1.7388	0	33.8588	0	27.252	0	8.475	0	288.64	0	78.5	0	32.51	8	0.2628	4	0.2628	4	0.000841	1	-1E+10	1	2.44	1	8.0271	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	1	C	12/21/2014	12:46	-1e10	-1e10	1																																				
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	1697.14	0	0.1674	0	34.6729	0	27.838	0	1673.601	0	211.14	0	60.8	0	34.40	8	0.0000	0	0.0000	0	0.000175	1	-1E+10	1	0.71	1	7.8826	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	1598.96	0	0.2010	0	34.6746	0	27.837	0	1577.148	0	210.71	0	60.7	0	34.29	8	0.0000	0	0.0000	0	0.000175	1	-1E+10	1	0.71	1	7.8846	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	1498.58	0	0.2455	0	34.6765	0	27.836	0	1478.488	0	208.26	0	60.1	0	34.40	8	0.0000	0	0.0000	0	0.000186	1	-1E+10	1	0.74	1	7.8838	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	1399.45	0	0.2890	0	34.6783	0	27.835	0	1381.011	0	206.00	0	59.5	0	34.45	8	0.0000	0	0.0000	0	0.000186	1	-1E+10	1	0.74	1	7.8847	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	1298.85	0	0.3309	0	34.6805	0	27.834	0	1282.042	0	203.72	0	58.9	0	34.38	8	0.0000	0	0.0000	0	0.000209	1	-1E+10	1	0.80	1	7.8845	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	1199.42	0	0.3729	0	34.6824	0	27.833	0	1184.178	0	202.31	0	58.6	0	34.47	8	0.0000	0	0.0000	0	0.000186	1	-1E+10	1	0.74	1	7.8866	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	1098.69	0	0.4242	0	34.6841	0	27.831	0	1084.988	0	200.96	0	58.3	0	34.31	8	0.0036	0	0.0036	0	0.000198	1	-1E+10	1	0.77	1	7.8882	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	999.41	0	0.4640	0	34.6852	0	27.829	0	987.180	0	198.78	0	57.7	0	34.49	8	0.0036	0	0.0036	0	0.000221	1	-1E+10	1	0.83	1	7.8885	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	951.34	0	0.4858	0	34.6865	0	27.829	0	939.806	0	198.61	0	57.7	0	34.39	8	0.0000	0	0.0000	0	0.000209	1	-1E+10	1	0.80	1	7.8881	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	901.62	0	0.5091	0	34.6872	0	27.828	0	890.794	0	198.13	0	57.6	0	34.48	8	0.0000	0	0.0000	0	0.000198	1	-1E+10	1	0.77	1	7.8885	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	851.21	0	0.5361	0	34.6873	0	27.826	0	841.091	0	197.94	0	57.5	0	34.42	8	0.0000	0	0.0000	0	0.000221	1	-1E+10	1	0.83	1	7.8874	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	801.48	0	0.5683	0	34.6887	0	27.825	0	792.046	0	197.56	0	57.5	0	34.25	8	0.0036	0	0.0036	0	0.000209	1	-1E+10	1	0.80	1	7.8929	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	751.74	0	0.6092	0	34.6912	0	27.824	0	742.980	0	197.70	0	57.6	0	34.21	8	0.0036	0	0.0036	0	0.000198	1	-1E+10	1	0.77	1	7.8947	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	701.18	0	0.6435	0	34.6915	0	27.822	0	693.093	0	197.26	0	57.5	0	33.99	8	0.0036	0	0.0036	0	0.000198	1	-1E+10	1	0.77	1	7.8952	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	651.61	0	0.6891	0	34.6936	0	27.821	0	644.172	0	197.68	0	57.7	0	33.91	8	0.0036	0	0.0036	0	0.000221	1	-1E+10	1	0.83	1	7.9009	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	601.37	0	0.7236	0	34.6941	0	27.819	0	594.577	0	196.69	0	57.5	0	33.76	8	0.0036	0	0.0036	0	0.000221	1	-1E+10	1	0.83	1	7.9019	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	549.17	0	0.7782	0	34.6972	0	27.818	0	543.035	0	196.56	0	57.5	0	33.71	8	-0.0036	0	-0.0036	0	0.000210	1	-1E+10	1	0.80	1	7.9039	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	500.76	0	0.8179	0	34.6973	0	27.815	0	495.223	0	195.89	0	57.4	0	33.68	8	0.0036	0	0.0036	0	0.000210	1	-1E+10	1	0.80	1	7.9061	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	451.46	0	0.8692	0	34.6984	0	27.813	0	446.521	0	195.39	0	57.3	0	33.73	8	0.0072	0	0.0072	0	0.000221	1	-1E+10	1	0.83	1	7.9073	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	401.33	0	0.9207	0	34.6989	0	27.810	0	396.987	0	194.81	0	57.2	0	33.52	8	0.0036	0	0.0036	0	0.000233	1	-1E+10	1	0.86	1	7.9078	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	381.27	0	0.9365	0	34.6992	0	27.809	0	377.163	0	194.33	0	57.1	0	33.64	8	0.0036	0	0.0036	0	0.000222	1	-1E+10	1	0.83	1	7.9080	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	361.40	0	0.9580	0	34.6996	0	27.808	0	357.524	0	193.91	0	57.0	0	33.58	8	0.0036	0	0.0036	0	0.000233	1	-1E+10	1	0.86	1	7.9066	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	351.18	0	0.9705	0	34.6998	0	27.807	0	347.422	0	193.87	0	57.0	0	33.73	8	0.0000	0	0.0000	0	0.000244	1	-1E+10	1	0.89	1	7.9073	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	341.43	0	0.9845	0	34.6995	0	27.806	0	337.784	0	193.69	0	57.0	0	33.54	8	0.0036	0	0.0036	0	0.000222	1	-1E+10	1	0.83	1	7.9067	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	330.70	0	0.9973	0	34.6997	0	27.805	0	327.177	0	193.49	0	56.9	0	33.60	8	0.0000	0	0.0000	0	0.000256	1	-1E+10	1	0.92	1	7.9066	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
5904471	2	C	12/31/2014	22:20	-1e10	-1e10	1	320.96	0	1.0052	0	34.6999	0	27.805	0	317.549	0	192.78	0	56.7	0	33.71	8	0.0000	0	0.0000	0	0.000233	1	-1E+10	1	0.86	1	7.9052	0	-1e10	1	 -1e10	1	 -1e10	1	 -1e10	1
