CTD,20200325CCHSIO
NUMBER_HEADERS = 14
EXPOCODE = 325020190403
SECT_ID = I06S
STNNBR = 5
CASTNO = 2
DATE = 20190416
TIME = 2223
LATITUDE = -68.2795
LONGITUDE = 31.0967
DEPTH =   2321
INSTRUMENT_ID = 0830
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDBACKSCATTER,CTDBACKSCATTER_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,/METER,
     410.0,2,    0.8772,2,   34.6862,2, 2022.3263,2,    0.0627,1,    0.1471,1,    0.0045,2
     412.0,2,    0.8771,2,   34.6865,2, 2018.3696,2,    0.0628,1,    0.1471,1,    0.0047,2
     414.0,2,    0.8766,2,   34.6868,2, 2010.3916,2,    0.0628,1,    0.1486,1,    0.0047,2
     416.0,2,    0.8774,2,   34.6871,2, 2020.4161,2,    0.0628,1,    0.1495,1,    0.0044,2
     418.0,2,    0.8788,2,   34.6875,2, 2036.8896,2,    0.0628,1,    0.1517,1,    0.0041,2
     420.0,2,    0.8809,2,    34.688,2, 2060.7805,2,    0.0628,1,    0.1526,1,    0.0040,2
     422.0,2,    0.8826,2,   34.6885,2, 2079.5921,2,    0.0627,1,    0.1508,1,    0.0040,2
     424.0,2,    0.8838,2,   34.6888,2, 2091.4127,2,    0.0626,1,    0.1487,1,    0.0040,2
     426.0,2,     0.884,2,   34.6891,2, 2092.0344,2,    0.0625,1,    0.1466,1,    0.0041,2
     428.0,2,    0.8831,2,   34.6895,2, 2080.9114,2,    0.0625,1,     0.144,1,    0.0042,2
     430.0,2,    0.8825,2,   34.6897,2,  2073.524,2,    0.0625,1,    0.1442,1,    0.0041,2
     432.0,2,    0.8812,2,   34.6898,2,  2058.431,2,    0.0625,1,    0.1444,1,    0.0040,2
     434.0,2,    0.8792,2,   34.6898,2, 2034.0437,2,    0.0624,1,    0.1447,1,    0.0040,2
     436.0,2,     0.877,2,   34.6898,2, 2009.2659,2,    0.0625,1,     0.145,1,    0.0039,2
     438.0,2,    0.8763,2,     34.69,2, 2003.2303,2,    0.0626,1,    0.1449,1,    0.0037,2
     440.0,2,    0.8777,2,   34.6902,2, 2022.8733,2,    0.0627,1,    0.1453,1,    0.0036,2
     442.0,2,      0.88,2,   34.6906,2, 2050.6441,2,    0.0627,1,    0.1456,1,    0.0037,2
     444.0,6,    0.8806,6,   34.6912,6, 2059.3317,6,    0.0626,6,    0.1463,6,    0.0039,2
     446.0,2,    0.8806,2,   34.6912,2, 2059.3317,2,    0.0626,1,    0.1463,1,    0.0040,2
     448.0,2,    0.8786,2,   34.6912,2, 2036.3102,2,    0.0626,1,    0.1463,1,    0.0040,2
     450.0,2,    0.8724,2,   34.6909,2, 1968.8944,2,    0.0626,1,    0.1462,1,    0.0040,2
     452.0,2,    0.8648,2,   34.6905,2,  1885.017,2,    0.0626,1,    0.1461,1,    0.0040,2
     454.0,2,    0.8598,2,   34.6903,2, 1833.2823,2,    0.0628,1,    0.1463,1,    0.0040,2
     456.0,2,     0.858,2,   34.6903,2, 1817.9436,2,    0.0628,1,    0.1465,1,    0.0040,2
     458.0,2,    0.8594,2,   34.6906,2, 1837.1709,2,    0.0629,1,    0.1464,1,    0.0040,2
     460.0,2,    0.8653,2,   34.6913,2, 1906.2141,2,    0.0629,1,    0.1466,1,    0.0039,2
     462.0,2,    0.8729,2,   34.6903,2, 1989.5505,2,    0.0627,1,    0.1457,1,    0.0038,2
     464.0,2,    0.8733,2,   34.6905,2, 1993.8769,2,    0.0627,1,     0.146,1,    0.0041,2
     466.0,2,    0.9046,2,   34.6955,2, 2359.0655,2,    0.0628,1,    0.1472,1,    0.0046,2
     468.0,2,    0.9077,2,    34.696,2, 2393.4455,2,    0.0629,1,    0.1472,1,    0.0048,2
     470.0,2,    0.9138,2,    34.697,2, 2459.7946,2,    0.0629,1,    0.1475,1,    0.0048,2
     472.0,2,    0.9186,2,   34.6977,2, 2509.7279,2,    0.0628,1,    0.1482,1,    0.0047,2
     474.0,2,    0.9212,2,   34.6982,2, 2531.5758,2,    0.0626,1,    0.1493,1,    0.0045,2
     476.0,2,    0.9203,2,   34.6984,2, 2513.7433,2,    0.0627,1,    0.1492,1,    0.0044,2
     478.0,2,    0.9191,2,   34.6986,2, 2492.1881,2,    0.0628,1,    0.1479,1,    0.0044,2
     480.0,2,     0.898,2,    34.696,2, 2266.4295,2,    0.0629,1,    0.1466,1,    0.0044,2
     482.0,2,    0.8995,2,   34.6961,2, 2282.4153,2,    0.0629,1,    0.1464,1,    0.0045,2
     484.0,2,    0.9073,2,   34.6971,2, 2365.9738,2,    0.0628,1,    0.1461,1,    0.0047,2
     486.0,2,    0.9158,2,   34.6986,2, 2447.5285,2,    0.0626,1,    0.1455,1,    0.0048,2
     488.0,2,    0.9196,2,   34.6995,2, 2482.7448,2,    0.0625,1,    0.1455,1,    0.0047,2
     490.0,2,    0.9192,2,   34.6996,2, 2478.3681,2,    0.0626,1,     0.146,1,    0.0045,2
     492.0,2,    0.9179,2,   34.6996,2, 2462.7887,2,    0.0626,1,    0.1465,1,    0.0045,2
     494.0,2,    0.9157,2,   34.6996,2, 2435.7131,2,    0.0627,1,    0.1469,1,    0.0047,2
     496.0,2,    0.9132,2,   34.6995,2, 2405.2831,2,    0.0628,1,    0.1473,1,    0.0047,2
     498.0,2,    0.9107,2,   34.6996,2,  2375.359,2,    0.0628,1,    0.1475,1,    0.0045,2
     500.0,2,    0.9103,2,   34.6999,2, 2370.2309,2,    0.0628,1,    0.1468,1,    0.0044,2
     502.0,2,    0.9121,2,   34.7003,2, 2392.5714,2,    0.0628,1,    0.1459,1,    0.0044,2
     504.0,2,    0.9148,2,   34.7008,2, 2426.3666,2,    0.0628,1,    0.1456,1,    0.0043,2
     506.0,2,    0.9167,2,   34.7014,2,  2450.546,2,    0.0628,1,    0.1462,1,    0.0041,2
     508.0,2,    0.9187,2,   34.7018,2, 2473.5268,2,    0.0627,1,    0.1489,1,    0.0040,2
     510.0,2,    0.9193,2,   34.7021,2, 2482.4156,2,    0.0626,1,     0.154,1,    0.0040,2
     512.0,2,    0.9174,2,   34.7022,2, 2459.1595,2,    0.0626,1,     0.154,1,    0.0040,2
     514.0,2,    0.9123,2,   34.7021,2, 2393.7518,2,    0.0626,1,    0.1483,1,    0.0040,2
     516.0,2,    0.9059,2,   34.7019,2, 2315.1063,2,    0.0627,1,    0.1451,1,    0.0039,2
     518.0,2,     0.898,2,   34.7014,2, 2226.0314,2,    0.0627,1,    0.1425,1,    0.0037,2
     520.0,2,    0.8894,2,   34.7009,2, 2133.4958,2,    0.0627,1,    0.1425,1,    0.0036,2
     522.0,2,    0.8808,2,   34.7004,2, 2041.9382,2,    0.0626,1,    0.1427,1,    0.0036,2
     524.0,2,    0.8713,2,   34.6998,2, 1940.3859,2,    0.0625,1,    0.1427,1,    0.0036,2
     526.0,2,    0.8623,2,   34.6992,2, 1847.7283,2,    0.0625,1,    0.1427,1,    0.0037,2
     528.0,2,    0.8531,2,   34.6987,2, 1757.5066,2,    0.0626,1,    0.1428,1,    0.0039,2
     530.0,2,    0.8494,2,   34.6987,2, 1723.1395,2,    0.0625,1,     0.144,1,    0.0040,2
     532.0,2,    0.8461,2,   34.6986,2, 1695.5155,2,    0.0625,1,    0.1443,1,    0.0040,2
     534.0,2,    0.8429,2,   34.6985,2, 1667.8251,2,    0.0624,1,    0.1437,1,    0.0039,2
     536.0,2,    0.8393,2,   34.6983,2, 1636.9026,2,    0.0622,1,    0.1423,1,    0.0037,2
     538.0,2,    0.8359,2,   34.6982,2, 1605.2898,2,    0.0622,1,    0.1412,1,    0.0036,2
     540.0,2,    0.8327,2,   34.6982,2, 1576.8028,2,    0.0622,1,    0.1409,1,    0.0036,2
     542.0,2,    0.8293,2,   34.6981,2, 1546.5802,2,    0.0624,1,    0.1427,1,    0.0036,2
     544.0,2,    0.8272,2,    34.698,2, 1528.3092,2,    0.0626,1,    0.1444,1,    0.0036,2
     546.0,6,    0.8158,6,   34.6975,6, 1427.4866,6,    0.0631,6,    0.1516,6,    0.0036,2
     548.0,6,    0.8158,6,   34.6975,6, 1427.4866,6,    0.0631,6,    0.1516,6,    0.0036,2
     550.0,6,    0.8158,6,   34.6975,6, 1427.4866,6,    0.0631,6,    0.1516,6,    0.0036,2
     552.0,2,    0.8158,2,   34.6975,2, 1427.4866,2,    0.0631,1,    0.1516,1,    0.0036,2
     554.0,2,    0.8146,2,   34.6975,2, 1417.6023,2,    0.0631,1,    0.1499,1,    0.0036,2
     556.0,2,    0.8138,2,   34.6976,2, 1411.6861,2,    0.0632,1,    0.1463,1,    0.0035,2
     558.0,2,    0.8129,2,   34.6976,2,  1404.324,2,     0.063,1,    0.1448,1,    0.0033,2
     560.0,2,    0.8119,2,   34.6977,2, 1395.8488,2,    0.0629,1,    0.1442,1,    0.0032,2
     562.0,2,    0.8124,2,   34.6976,2, 1401.1639,2,    0.0627,1,    0.1439,1,    0.0032,2
     564.0,2,    0.8115,2,   34.6975,2,  1393.542,2,    0.0626,1,    0.1442,1,    0.0032,2
     566.0,2,    0.8108,2,   34.6973,2, 1387.6304,2,    0.0627,1,     0.147,1,    0.0032,2
     568.0,2,    0.8094,2,   34.6971,2, 1375.4818,2,    0.0629,1,    0.1504,1,    0.0032,2
     570.0,2,    0.8068,2,   34.6972,2, 1351.7624,2,    0.0627,1,    0.1467,1,    0.0031,2
     572.0,2,    0.8036,2,   34.6974,2, 1323.3777,2,    0.0624,1,    0.1404,1,    0.0030,2
     574.0,2,    0.8017,2,   34.6974,2, 1306.4763,2,    0.0624,1,    0.1399,1,    0.0031,2
     576.0,2,    0.7998,2,   34.6973,2, 1289.5984,2,    0.0624,1,    0.1397,1,    0.0031,2
     578.0,2,     0.798,2,   34.6973,2, 1274.3095,2,    0.0623,1,    0.1397,1,    0.0029,2
     580.0,2,    0.7965,2,   34.6974,2, 1262.3979,2,    0.0624,1,    0.1396,1,    0.0028,2
     582.0,2,    0.7953,2,   34.6974,2, 1251.6567,2,    0.0625,1,    0.1393,1,    0.0028,2
     584.0,2,    0.7943,2,   34.6974,2, 1243.2701,2,    0.0626,1,    0.1392,1,    0.0028,2
     586.0,2,    0.7933,2,   34.6974,2, 1235.4904,2,    0.0625,1,     0.139,1,    0.0028,2
     588.0,2,    0.7923,2,   34.6974,2, 1226.8353,2,    0.0625,1,    0.1388,1,    0.0028,2
     590.0,2,    0.7905,2,   34.6974,2, 1211.4681,2,    0.0625,1,     0.139,1,    0.0028,2
     592.0,2,    0.7889,2,   34.6973,2,  1197.569,2,    0.0625,1,    0.1385,1,    0.0028,2
     594.0,2,    0.7874,2,   34.6972,2, 1185.7213,2,    0.0625,1,    0.1381,1,    0.0028,2
     596.0,2,    0.7858,2,   34.6972,2, 1171.8673,2,    0.0626,1,    0.1378,1,    0.0028,2
     598.0,2,    0.7841,2,   34.6971,2,  1156.503,2,    0.0626,1,    0.1382,1,    0.0028,2
     600.0,2,    0.7827,2,   34.6972,2, 1145.1202,2,    0.0625,1,    0.1385,1,    0.0028,2
     602.0,2,    0.7812,2,   34.6971,2,  1133.981,2,    0.0625,1,    0.1393,1,    0.0028,2
     604.0,2,    0.7796,2,   34.6971,2, 1120.6487,2,    0.0625,1,    0.1398,1,    0.0027,2
     606.0,2,    0.7775,2,   34.6971,2, 1102.9055,2,    0.0625,1,    0.1404,1,    0.0025,2
     608.0,2,    0.7761,2,    34.697,2, 1091.7777,2,    0.0625,1,    0.1412,1,    0.0024,2
     610.0,2,    0.7743,2,   34.6969,2,  1077.418,2,    0.0625,1,    0.1406,1,    0.0024,2
     612.0,2,    0.7726,2,   34.6968,2, 1063.5108,2,    0.0624,1,    0.1404,1,    0.0024,2
     614.0,2,    0.7711,2,   34.6968,2, 1051.2042,2,    0.0624,1,    0.1399,1,    0.0024,2
     616.0,2,    0.7691,2,   34.6967,2, 1034.8794,2,    0.0625,1,    0.1388,1,    0.0024,2
     618.0,2,    0.7678,2,   34.6967,2, 1024.9801,2,    0.0625,1,    0.1377,1,    0.0024,2
     620.0,2,    0.7668,2,   34.6967,2, 1016.5111,2,    0.0625,1,    0.1377,1,    0.0024,2
     622.0,2,    0.7657,2,   34.6967,2, 1008.1052,2,    0.0624,1,    0.1375,1,    0.0024,2
     624.0,2,     0.765,2,   34.6968,2, 1002.6767,2,    0.0623,1,    0.1371,1,    0.0024,2
     626.0,2,    0.7642,2,   34.6967,2,  996.6681,2,    0.0623,1,    0.1371,1,    0.0024,2
     628.0,2,    0.7636,2,   34.6967,2,  991.9874,2,    0.0623,1,    0.1372,1,    0.0024,2
     630.0,2,    0.7629,2,   34.6968,2,  986.3659,2,    0.0622,1,    0.1375,1,    0.0024,2
     632.0,2,    0.7626,2,   34.6968,2,  984.3785,2,    0.0624,1,    0.1378,1,    0.0024,2
     634.0,2,    0.7622,2,   34.6969,2,  981.5198,2,    0.0624,1,    0.1376,1,    0.0025,2
     636.0,2,    0.7617,2,    34.697,2,   977.822,2,    0.0624,1,    0.1373,1,    0.0026,2
     638.0,6,    0.7617,6,   34.6972,6,  980.4003,6,    0.0624,6,    0.1375,6,    0.0025,2
     640.0,2,    0.7617,2,   34.6972,2,  980.4003,2,    0.0624,1,    0.1375,1,    0.0024,2
     642.0,2,    0.7616,2,   34.6973,2,  979.8333,2,    0.0624,1,    0.1373,1,    0.0024,2
     644.0,2,    0.7616,2,   34.6974,2,  980.4079,2,    0.0623,1,    0.1372,1,    0.0023,2
     646.0,2,    0.7614,2,   34.6975,2,  979.0561,2,    0.0624,1,    0.1371,1,    0.0021,2
     648.0,2,    0.7603,2,   34.6978,2,  968.7784,2,    0.0624,1,    0.1371,1,    0.0020,2
     650.0,2,     0.759,2,    34.698,2,  956.5993,2,    0.0625,1,    0.1384,1,    0.0021,2
     652.0,2,    0.7577,2,   34.6982,2,  945.6576,2,    0.0625,1,    0.1394,1,    0.0023,2
     654.0,2,    0.7555,2,   34.6973,2,  930.0995,2,    0.0624,1,    0.1384,1,    0.0024,2
     656.0,2,    0.7558,2,    34.698,2,  931.5793,2,    0.0625,1,    0.1387,1,    0.0023,2
     658.0,2,    0.7559,2,   34.6987,2,  930.2549,2,    0.0625,1,    0.1396,1,    0.0021,2
     660.0,2,    0.7557,2,   34.6988,2,  928.6214,2,    0.0624,1,    0.1385,1,    0.0020,2
     662.0,2,    0.7557,2,   34.6989,2,  928.1358,2,    0.0624,1,     0.137,1,    0.0020,2
     664.0,2,    0.7557,2,    34.699,2,  926.6656,2,    0.0624,1,    0.1363,1,    0.0020,2
     666.0,2,    0.7558,2,   34.6991,2,  928.1764,2,    0.0624,1,    0.1358,1,    0.0020,2
     668.0,2,    0.7561,2,   34.6993,2,   930.377,2,    0.0625,1,    0.1357,1,    0.0020,2
     670.0,2,    0.7565,2,   34.6994,2,   932.783,2,    0.0626,1,     0.136,1,    0.0020,2
     672.0,2,     0.757,2,   34.6996,2,   937.143,2,    0.0628,1,    0.1362,1,    0.0019,2
     674.0,2,    0.7577,2,   34.6998,2,  942.3842,2,    0.0627,1,    0.1369,1,    0.0017,2
     676.0,2,    0.7586,2,      34.7,2,  948.2497,2,    0.0626,1,    0.1374,1,    0.0016,2
     678.0,2,    0.7594,2,   34.7002,2,  954.7598,2,    0.0624,1,     0.138,1,    0.0016,2
     680.0,2,    0.7604,2,   34.7004,2,  961.7105,2,    0.0623,1,    0.1386,1,    0.0017,2
     682.0,2,    0.7611,2,   34.7005,2,  967.6947,2,    0.0624,1,    0.1388,1,    0.0019,2
     684.0,2,    0.7619,2,   34.7007,2,  973.1822,2,    0.0624,1,    0.1373,1,    0.0020,2
     686.0,2,    0.7625,2,   34.7009,2,   977.721,2,    0.0623,1,    0.1362,1,    0.0020,2
     688.0,2,    0.7626,2,    34.701,2,  978.2567,2,    0.0623,1,    0.1357,1,    0.0020,2
     690.0,2,    0.7624,2,   34.7011,2,  976.5276,2,    0.0623,1,    0.1352,1,    0.0020,2
     692.0,2,     0.762,2,   34.7012,2,    973.68,2,    0.0623,1,    0.1351,1,    0.0020,2
     694.0,2,    0.7618,2,   34.7012,2,  970.9042,2,    0.0623,1,     0.135,1,    0.0020,2
     696.0,2,    0.7616,2,   34.7013,2,  968.7263,2,    0.0623,1,    0.1349,1,    0.0019,2
     698.0,2,     0.761,2,   34.7013,2,  963.6604,2,    0.0623,1,    0.1349,1,    0.0017,2
     700.0,2,    0.7604,2,   34.7013,2,  958.4239,2,    0.0623,1,    0.1353,1,    0.0016,2
     702.0,2,      0.76,2,   34.7014,2,  955.7673,2,    0.0624,1,    0.1363,1,    0.0016,2
     704.0,2,    0.7599,2,   34.7015,2,   954.611,2,    0.0624,1,    0.1372,1,    0.0016,2
     706.0,2,    0.7599,2,   34.7016,2,   953.758,2,    0.0625,1,    0.1377,1,    0.0015,2
     708.0,2,    0.7601,2,   34.7017,2,  955.9871,2,    0.0625,1,    0.1381,1,    0.0013,2
     710.0,2,    0.7605,2,   34.7019,2,  959.4994,2,    0.0624,1,    0.1383,1,    0.0012,2
     712.0,2,    0.7609,2,    34.702,2,  962.5005,2,    0.0624,1,    0.1375,1,    0.0012,2
     714.0,2,    0.7612,2,   34.7021,2,  964.3418,2,    0.0623,1,    0.1362,1,    0.0013,2
     716.0,2,    0.7611,2,   34.7022,2,    963.93,2,    0.0622,1,    0.1354,1,    0.0015,2
     718.0,2,    0.7604,2,   34.7023,2,  958.1624,2,    0.0621,1,    0.1349,1,    0.0016,2
     720.0,2,    0.7588,2,   34.7023,2,  944.6998,2,    0.0621,1,    0.1351,1,    0.0016,2
     722.0,2,     0.757,2,   34.7023,2,  929.0728,2,    0.0622,1,    0.1352,1,    0.0016,2
     724.0,2,    0.7548,2,   34.7022,2,  910.7314,2,    0.0623,1,    0.1351,1,    0.0015,2
     726.0,2,    0.7536,2,   34.7023,2,  900.4332,2,    0.0623,1,    0.1352,1,    0.0013,2
     728.0,2,    0.7529,2,   34.7024,2,  894.7694,2,    0.0623,1,    0.1354,1,    0.0012,2
     730.0,2,     0.752,2,   34.7025,2,  887.8797,2,    0.0622,1,    0.1353,1,    0.0012,2
     732.0,2,    0.7503,2,   34.7025,2,  874.1951,2,    0.0623,1,    0.1353,1,    0.0012,2
     734.0,2,    0.7485,2,   34.7026,2,  859.4003,2,    0.0623,1,    0.1351,1,    0.0013,2
     736.0,2,    0.7466,2,   34.7026,2,  844.2898,2,    0.0623,1,    0.1347,1,    0.0014,2
     738.0,2,    0.7444,2,   34.7025,2,  827.2532,2,    0.0623,1,    0.1344,1,    0.0014,2
     740.0,6,     0.736,6,   34.7026,6,  761.9399,6,    0.0622,6,    0.1345,6,    0.0015,2
     742.0,6,     0.736,6,   34.7026,6,  761.9399,6,    0.0622,6,    0.1345,6,    0.0016,2
     744.0,2,     0.736,2,   34.7026,2,  761.9399,2,    0.0622,1,    0.1345,1,    0.0015,2
     746.0,2,    0.7357,2,   34.7027,2,   758.773,2,    0.0623,1,    0.1342,1,    0.0013,2
     748.0,2,    0.7353,2,   34.7028,2,  756.1427,2,    0.0624,1,     0.134,1,    0.0012,2
     750.0,2,    0.7347,2,   34.7029,2,  751.9667,2,    0.0623,1,    0.1341,1,    0.0012,2
     752.0,2,    0.7341,2,   34.7029,2,  747.7865,2,    0.0623,1,    0.1342,1,    0.0012,2
     754.0,2,    0.7342,2,   34.7027,2,  748.7722,2,    0.0623,1,    0.1341,1,    0.0012,2
     756.0,2,    0.7336,2,   34.7026,2,  744.4205,2,    0.0623,1,    0.1341,1,    0.0012,2
     758.0,2,    0.7324,2,   34.7025,2,   735.569,2,    0.0623,1,    0.1343,1,    0.0012,2
     760.0,2,    0.7304,2,   34.7023,2,  721.6439,2,    0.0622,1,    0.1344,1,    0.0012,2
     762.0,2,      0.73,2,   34.7028,2,  716.4705,2,    0.0622,1,     0.135,1,    0.0012,2
     764.0,2,    0.7282,2,   34.7028,2,  702.8781,2,    0.0622,1,    0.1353,1,    0.0012,2
     766.0,2,    0.7262,2,   34.7027,2,  687.5233,2,     0.062,1,    0.1354,1,    0.0012,2
     768.0,2,    0.7231,2,   34.7026,2,  664.9992,2,     0.062,1,    0.1356,1,    0.0012,2
     770.0,2,    0.7208,2,   34.7025,2,  648.7103,2,    0.0621,1,    0.1352,1,    0.0012,2
     772.0,2,    0.7182,2,   34.7023,2,  629.6978,2,    0.0621,1,    0.1353,1,    0.0012,2
     774.0,2,    0.7155,2,   34.7021,2,  610.0915,2,    0.0621,1,    0.1355,1,    0.0013,2
     776.0,2,    0.7131,2,    34.702,2,  593.5883,2,     0.062,1,    0.1359,1,    0.0015,2
     778.0,2,    0.7112,2,   34.7019,2,  579.9392,2,    0.0621,1,    0.1359,1,    0.0016,2
     780.0,2,    0.7085,2,   34.7017,2,   561.051,2,    0.0621,1,    0.1355,1,    0.0016,2
     782.0,2,    0.7066,2,   34.7016,2,  548.0258,2,    0.0621,1,    0.1346,1,    0.0016,2
     784.0,2,     0.705,2,   34.7016,2,  537.6167,2,    0.0621,1,    0.1341,1,    0.0016,2
     786.0,2,    0.7029,2,   34.7014,2,  523.5483,2,    0.0621,1,     0.135,1,    0.0016,2
     788.0,2,    0.7007,2,   34.7013,2,  508.8228,2,    0.0621,1,    0.1354,1,    0.0016,2
     790.0,2,    0.6992,2,   34.7013,2,  498.8688,2,    0.0621,1,    0.1358,1,    0.0015,2
     792.0,2,    0.6975,2,   34.7012,2,  487.5415,2,    0.0621,1,    0.1371,1,    0.0013,2
     794.0,2,    0.6958,2,   34.7011,2,  476.2954,2,    0.0621,1,     0.139,1,    0.0012,2
     796.0,2,    0.6939,2,    34.701,2,  464.4287,2,    0.0621,1,    0.1407,1,    0.0012,2
     798.0,2,    0.6925,2,   34.7009,2,  455.1754,2,    0.0622,1,    0.1397,1,    0.0012,2
     800.0,2,      0.69,2,   34.7008,2,  439.0191,2,    0.0622,1,    0.1369,1,    0.0012,2
     802.0,2,    0.6873,2,   34.7007,2,  421.7477,2,    0.0622,1,    0.1376,1,    0.0012,2
     804.0,2,    0.6845,2,   34.7005,2,  403.8028,2,    0.0622,1,    0.1375,1,    0.0012,2
     806.0,2,    0.6815,2,   34.7003,2,  384.1412,2,    0.0622,1,    0.1363,1,    0.0012,2
     808.0,2,     0.679,2,   34.7002,2,  368.5458,2,    0.0621,1,    0.1374,1,    0.0012,2
     810.0,2,    0.6757,2,      34.7,2,  347.7508,2,    0.0622,1,    0.1365,1,    0.0012,2
     812.0,2,    0.6723,2,   34.6998,2,  326.4738,2,    0.0622,1,    0.1355,1,    0.0013,2
     814.0,2,    0.6674,2,   34.6995,2,  296.1737,2,    0.0622,1,    0.1351,1,    0.0015,2
     816.0,2,    0.6649,2,   34.6994,2,  280.9103,2,    0.0622,1,    0.1357,1,    0.0016,2
     818.0,2,    0.6614,2,   34.6992,2,  260.0638,2,    0.0623,1,    0.1346,1,    0.0017,2
     820.0,2,    0.6593,2,   34.6992,2,  247.8367,2,    0.0625,1,    0.1336,1,    0.0018,2
     822.0,2,    0.6574,2,   34.6991,2,  237.0353,2,    0.0625,1,    0.1333,1,    0.0017,2
     824.0,2,    0.6559,2,    34.699,2,  228.4769,2,    0.0624,1,     0.133,1,    0.0016,2
     826.0,2,    0.6545,2,    34.699,2,  220.4592,2,    0.0624,1,    0.1331,1,    0.0017,2
     828.0,2,    0.6538,2,    34.699,2,  216.0132,2,    0.0625,1,    0.1329,1,    0.0019,2
     830.0,2,     0.653,2,   34.6991,2,   211.299,2,    0.0623,1,    0.1326,1,    0.0021,2
     832.0,2,    0.6521,2,   34.6991,2,  206.4404,2,    0.0623,1,    0.1326,1,    0.0023,2
     834.0,2,    0.6511,2,   34.6991,2,   200.365,2,    0.0621,1,    0.1325,1,    0.0024,2
     836.0,2,    0.6499,2,    34.699,2,  193.6349,2,    0.0621,1,    0.1329,1,    0.0023,2
     838.0,2,    0.6472,2,   34.6989,2,  178.0384,2,    0.0622,1,    0.1331,1,    0.0021,2
     840.0,2,    0.6451,2,   34.6989,2,  165.7423,2,    0.0622,1,     0.133,1,    0.0018,2
     842.0,2,    0.6426,2,   34.6988,2,  151.8506,2,     0.062,1,    0.1331,1,    0.0014,2
     844.0,2,    0.6398,2,   34.6986,2,   136.344,2,    0.0621,1,    0.1333,1,    0.0012,2
     846.0,2,    0.6379,2,   34.6986,2,  125.9829,2,    0.0621,1,    0.1327,1,    0.0012,2
     848.0,2,    0.6359,2,   34.6984,2,  115.0894,2,    0.0621,1,    0.1324,1,    0.0012,2
     850.0,2,    0.6334,2,   34.6983,2,  101.4194,2,    0.0622,1,    0.1326,1,    0.0012,2
     852.0,2,    0.6316,2,   34.6982,2,   91.7978,2,    0.0621,1,    0.1328,1,    0.0012,2
     854.0,2,    0.6296,2,   34.6981,2,   80.7126,2,     0.062,1,    0.1326,1,    0.0012,2
     856.0,2,     0.627,2,    34.698,2,   67.2583,2,    0.0621,1,    0.1329,1,    0.0012,2
     858.0,2,    0.6248,2,   34.6979,2,   55.5777,2,    0.0621,1,    0.1328,1,    0.0012,2
     860.0,2,    0.6227,2,   34.6978,2,   44.6168,2,     0.062,1,    0.1327,1,    0.0012,2
     862.0,2,    0.6209,2,   34.6977,2,   35.2333,2,    0.0619,1,    0.1327,1,    0.0012,2
     864.0,2,    0.6182,2,   34.6975,2,   21.1706,2,     0.062,1,    0.1327,1,    0.0012,2
     866.0,2,    0.6156,2,   34.6974,2,     8.302,2,    0.0619,1,    0.1327,1,    0.0012,2
     868.0,2,     0.613,2,   34.6973,2,   -4.8289,2,    0.0619,1,    0.1328,1,    0.0012,2
     870.0,2,    0.6107,2,   34.6971,2,  -16.0634,2,    0.0619,1,    0.1327,1,    0.0012,2
     872.0,2,    0.6079,2,    34.697,2,  -29.7835,2,    0.0619,1,    0.1329,1,    0.0012,2
     874.0,2,    0.6063,2,   34.6969,2,  -37.7926,2,     0.062,1,    0.1327,1,    0.0012,2
     876.0,6,    0.6016,6,   34.6967,6,  -60.2762,6,    0.0622,6,    0.1328,6,    0.0012,2
     878.0,2,    0.6016,2,   34.6967,2,  -60.2762,2,    0.0622,1,    0.1328,1,    0.0012,2
     880.0,2,    0.6006,2,   34.6967,2,  -65.3196,2,    0.0621,1,    0.1324,1,    0.0012,2
     882.0,2,    0.5985,2,   34.6966,2,  -75.1688,2,    0.0622,1,    0.1321,1,    0.0012,2
     884.0,2,    0.5969,2,   34.6965,2,  -82.3133,2,    0.0622,1,    0.1321,1,    0.0012,2
     886.0,2,    0.5947,2,   34.6964,2,  -92.8846,2,    0.0622,1,     0.132,1,    0.0012,2
     888.0,2,    0.5962,2,   34.6964,2,  -85.6148,2,    0.0622,1,    0.1324,1,    0.0012,2
     890.0,2,    0.5929,2,   34.6962,2, -101.2449,2,    0.0622,1,    0.1322,1,    0.0012,2
     892.0,2,    0.5935,2,   34.6962,2,  -98.6102,2,    0.0622,1,    0.1324,1,    0.0012,2
     894.0,2,    0.5873,2,   34.6961,2, -126.6511,2,    0.0622,1,     0.132,1,    0.0012,2
     896.0,2,    0.5857,2,    34.696,2, -133.9101,2,    0.0621,1,    0.1321,1,    0.0012,2
     898.0,2,    0.5846,2,    34.696,2, -138.9654,2,     0.062,1,     0.132,1,    0.0012,2
     900.0,2,    0.5829,2,    34.696,2,    -146.4,2,    0.0619,1,    0.1319,1,    0.0012,2
     902.0,2,    0.5819,2,    34.696,2, -150.5855,2,    0.0619,1,    0.1319,1,    0.0012,2
