CTD,20200325CCHSIO
NUMBER_HEADERS = 14
EXPOCODE = 325020190403
SECT_ID = I06S
STNNBR = 5
CASTNO = 2
DATE = 20190416
TIME = 2223
LATITUDE = -68.2795
LONGITUDE = 31.0967
DEPTH =   2321
INSTRUMENT_ID = 0830
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDBACKSCATTER,CTDBACKSCATTER_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,/METER,
     904.0,2,    0.5806,2,    34.696,2, -156.1078,2,     0.062,1,     0.132,1,    0.0012,2
     906.0,2,    0.5795,2,   34.6959,2, -161.2342,2,    0.0619,1,    0.1321,1,    0.0012,2
     908.0,2,    0.5785,2,   34.6959,2, -165.4268,2,    0.0619,1,    0.1321,1,    0.0012,2
     910.0,2,    0.5772,2,   34.6959,2, -171.0582,2,     0.062,1,    0.1322,1,    0.0012,2
     912.0,2,    0.5758,2,   34.6958,2, -176.8355,2,     0.062,1,    0.1321,1,    0.0012,2
     914.0,2,    0.5743,2,   34.6958,2, -183.4067,2,    0.0621,1,     0.132,1,    0.0012,2
     916.0,2,    0.5729,2,   34.6957,2, -188.8865,2,    0.0621,1,    0.1319,1,    0.0012,2
     918.0,2,    0.5718,2,   34.6957,2, -193.7888,2,    0.0621,1,    0.1319,1,    0.0012,2
     920.0,2,     0.571,2,   34.6958,2, -196.8427,2,     0.062,1,     0.132,1,    0.0012,2
     922.0,2,     0.569,2,   34.6957,2,  -205.088,2,     0.062,1,    0.1321,1,    0.0012,2
     924.0,2,    0.5681,2,   34.6956,2, -209.0673,2,     0.062,1,     0.132,1,    0.0012,2
     926.0,2,    0.5667,2,   34.6956,2, -214.9612,2,     0.062,1,    0.1317,1,    0.0011,2
     928.0,2,    0.5645,2,   34.6955,2, -223.6939,2,    0.0621,1,    0.1317,1,    0.0009,2
     930.0,2,    0.5635,2,   34.6954,2, -227.6541,2,    0.0622,1,    0.1317,1,    0.0009,2
     932.0,2,    0.5616,2,   34.6953,2, -235.2123,2,    0.0622,1,     0.132,1,    0.0011,2
     934.0,2,      0.56,2,   34.6952,2, -241.3989,2,    0.0622,1,    0.1322,1,    0.0012,2
     936.0,2,    0.5588,2,   34.6952,2, -246.1896,2,    0.0623,1,    0.1323,1,    0.0012,2
     938.0,2,    0.5565,2,   34.6951,2, -255.2911,2,    0.0623,1,    0.1317,1,    0.0012,2
     940.0,2,    0.5547,2,    34.695,2, -262.4066,2,    0.0622,1,    0.1315,1,    0.0012,2
     942.0,2,    0.5535,2,    34.695,2, -267.1501,2,    0.0622,1,    0.1315,1,    0.0012,2
     944.0,2,    0.5517,2,   34.6949,2, -274.0125,2,    0.0623,1,    0.1314,1,    0.0012,2
     946.0,2,    0.5504,2,   34.6948,2,  -278.616,2,    0.0623,1,    0.1313,1,    0.0012,2
     948.0,2,    0.5482,2,   34.6947,2, -286.2306,2,    0.0623,1,    0.1312,1,    0.0012,2
     950.0,2,    0.5465,2,   34.6947,2, -292.3879,2,    0.0623,1,    0.1311,1,    0.0012,2
     952.0,2,    0.5452,2,   34.6947,2, -297.2821,2,    0.0624,1,    0.1309,1,    0.0012,2
     954.0,2,    0.5436,2,   34.6946,2, -302.9171,2,    0.0623,1,    0.1309,1,    0.0012,2
     956.0,2,    0.5446,2,   34.6948,2, -299.9719,2,    0.0622,1,     0.131,1,    0.0011,2
     958.0,2,    0.5446,2,   34.6949,2,  -300.499,2,    0.0621,1,    0.1311,1,    0.0009,2
     960.0,2,    0.5447,2,   34.6949,2, -300.6342,2,    0.0621,1,    0.1312,1,    0.0008,2
     962.0,2,    0.5453,2,    34.695,2, -298.3717,2,    0.0622,1,    0.1313,1,    0.0008,2
     964.0,2,     0.546,2,   34.6951,2, -295.3177,2,    0.0622,1,    0.1313,1,    0.0008,2
     966.0,2,    0.5461,2,   34.6951,2, -294.8204,2,    0.0623,1,    0.1314,1,    0.0008,2
     968.0,2,    0.5464,2,   34.6951,2, -293.7913,2,    0.0622,1,    0.1315,1,    0.0008,2
     970.0,2,     0.547,2,   34.6952,2, -291.0219,2,    0.0622,1,    0.1314,1,    0.0008,2
     972.0,2,    0.5478,2,   34.6953,2, -288.2649,2,    0.0622,1,    0.1314,1,    0.0008,2
     974.0,2,    0.5486,2,   34.6955,2,  -285.479,2,    0.0622,1,    0.1311,1,    0.0008,2
     976.0,2,    0.5486,2,   34.6955,2, -285.0877,2,    0.0622,1,    0.1313,1,    0.0008,2
     978.0,2,    0.5486,2,   34.6956,2, -285.0042,2,    0.0622,1,    0.1314,1,    0.0008,2
     980.0,2,    0.5484,2,   34.6956,2, -285.2655,2,    0.0622,1,    0.1312,1,    0.0008,2
     982.0,2,    0.5478,2,   34.6957,2, -287.1988,2,    0.0622,1,    0.1309,1,    0.0008,2
     984.0,2,    0.5473,2,   34.6957,2, -289.0697,2,    0.0621,1,    0.1308,1,    0.0008,2
     986.0,2,    0.5465,2,   34.6958,2,  -292.007,2,     0.062,1,    0.1306,1,    0.0008,2
     988.0,2,    0.5466,2,   34.6958,2, -291.3094,2,     0.062,1,    0.1305,1,    0.0008,2
     990.0,2,    0.5461,2,   34.6959,2, -292.7693,2,     0.062,1,    0.1304,1,    0.0008,2
     992.0,2,    0.5459,2,   34.6959,2, -293.7874,2,     0.062,1,    0.1303,1,    0.0008,2
     994.0,2,    0.5446,2,   34.6959,2, -297.9883,2,     0.062,1,    0.1303,1,    0.0008,2
     996.0,2,     0.544,2,   34.6959,2, -299.9026,2,    0.0621,1,    0.1304,1,    0.0008,2
     998.0,2,    0.5433,2,    34.696,2, -302.0795,2,    0.0621,1,    0.1305,1,    0.0008,2
    1000.0,2,    0.5431,2,    34.696,2, -302.8357,2,    0.0622,1,    0.1304,1,    0.0008,2
    1002.0,2,    0.5429,2,   34.6961,2, -303.5132,2,    0.0623,1,    0.1303,1,    0.0008,2
    1004.0,2,    0.5422,2,   34.6961,2, -305.7588,2,    0.0623,1,    0.1301,1,    0.0008,2
    1006.0,2,    0.5414,2,   34.6961,2, -308.2931,2,    0.0623,1,      0.13,1,    0.0008,2
    1008.0,2,    0.5414,2,   34.6962,2, -308.6411,2,    0.0624,1,    0.1299,1,    0.0008,2
    1010.0,2,    0.5419,2,   34.6964,2, -306.7344,2,    0.0624,1,    0.1302,1,    0.0008,2
    1012.0,2,     0.542,2,   34.6964,2, -306.2207,2,    0.0624,1,    0.1305,1,    0.0008,2
    1014.0,2,    0.5413,2,   34.6964,2, -308.7863,2,    0.0623,1,    0.1307,1,    0.0008,2
    1016.0,2,    0.5411,2,   34.6964,2, -309.1052,2,    0.0623,1,    0.1306,1,    0.0008,2
    1018.0,2,    0.5414,2,   34.6965,2, -307.4824,2,    0.0623,1,    0.1303,1,    0.0008,2
    1020.0,2,    0.5414,2,   34.6966,2, -307.4142,2,    0.0623,1,    0.1303,1,    0.0008,2
    1022.0,2,    0.5409,2,   34.6966,2, -309.0824,2,    0.0622,1,    0.1304,1,    0.0008,2
    1024.0,2,    0.5405,2,   34.6967,2, -310.0931,2,    0.0622,1,    0.1302,1,    0.0008,2
    1026.0,2,    0.5399,2,   34.6967,2, -312.2268,2,    0.0622,1,    0.1301,1,    0.0008,2
    1028.0,2,    0.5388,2,   34.6967,2, -315.5724,2,    0.0621,1,    0.1303,1,    0.0008,2
    1030.0,2,     0.538,2,   34.6967,2, -318.3259,2,    0.0621,1,    0.1301,1,    0.0008,2
    1032.0,2,    0.5372,2,   34.6966,2, -320.8939,2,    0.0621,1,    0.1297,1,    0.0008,2
    1034.0,2,     0.536,2,   34.6966,2,  -324.863,2,     0.062,1,    0.1294,1,    0.0008,2
    1036.0,2,    0.5356,2,   34.6965,2, -326.1712,2,     0.062,1,    0.1295,1,    0.0008,2
    1038.0,6,    0.5296,6,   34.6963,6, -345.7067,6,     0.062,6,    0.1296,6,    0.0008,2
    1040.0,6,    0.5296,6,   34.6963,6, -345.7067,6,     0.062,6,    0.1296,6,    0.0008,2
    1042.0,6,    0.5296,6,   34.6963,6, -345.7067,6,     0.062,6,    0.1296,6,    0.0008,2
    1044.0,2,    0.5296,2,   34.6963,2, -345.7067,2,     0.062,1,    0.1296,1,    0.0008,2
    1046.0,2,    0.5289,2,   34.6962,2, -347.9785,2,     0.062,1,    0.1295,1,    0.0008,2
    1048.0,2,    0.5287,2,   34.6962,2, -349.0865,2,     0.062,1,    0.1295,1,    0.0008,2
    1050.0,2,    0.5275,2,   34.6961,2, -352.9973,2,    0.0621,1,    0.1294,1,    0.0008,2
    1052.0,2,    0.5258,2,   34.6961,2, -358.0484,2,     0.062,1,    0.1294,1,    0.0008,2
    1054.0,2,    0.5245,2,    34.696,2, -362.1688,2,     0.062,1,    0.1295,1,    0.0008,2
    1056.0,2,    0.5237,2,    34.696,2, -364.5878,2,    0.0621,1,    0.1294,1,    0.0008,2
    1058.0,2,    0.5224,2,   34.6959,2, -368.5682,2,    0.0622,1,    0.1294,1,    0.0008,2
    1060.0,2,    0.5207,2,   34.6959,2, -373.7343,2,    0.0623,1,    0.1294,1,    0.0008,2
    1062.0,2,    0.5198,2,   34.6959,2,  -376.842,2,    0.0622,1,    0.1297,1,    0.0009,2
    1064.0,2,    0.5195,2,   34.6958,2, -377.9746,2,    0.0622,1,    0.1295,1,    0.0011,2
    1066.0,2,    0.5194,2,   34.6958,2,  -378.574,2,    0.0621,1,    0.1293,1,    0.0011,2
    1068.0,2,    0.5168,2,   34.6958,2, -385.7279,2,    0.0621,1,    0.1293,1,    0.0009,2
    1070.0,2,    0.5157,2,   34.6957,2, -389.3273,2,    0.0622,1,    0.1295,1,    0.0008,2
    1072.0,2,    0.5142,2,   34.6956,2, -393.8776,2,    0.0622,1,    0.1295,1,    0.0008,2
    1074.0,2,    0.5126,2,   34.6955,2, -398.4454,2,    0.0621,1,    0.1292,1,    0.0008,2
    1076.0,2,    0.5116,2,   34.6955,2, -401.7264,2,    0.0621,1,    0.1291,1,    0.0008,2
    1078.0,2,    0.5103,2,   34.6954,2, -405.6267,2,     0.062,1,    0.1295,1,    0.0008,2
    1080.0,2,    0.5093,2,   34.6953,2, -408.3613,2,    0.0621,1,    0.1298,1,    0.0008,2
    1082.0,2,    0.5083,2,   34.6953,2, -411.4274,2,    0.0621,1,    0.1298,1,    0.0008,2
    1084.0,2,    0.5064,2,   34.6952,2, -416.8385,2,    0.0621,1,    0.1293,1,    0.0008,2
    1086.0,2,    0.5052,2,   34.6951,2,  -420.388,2,    0.0621,1,     0.129,1,    0.0008,2
    1088.0,2,    0.5039,2,    34.695,2, -424.1444,2,    0.0622,1,    0.1291,1,    0.0008,2
    1090.0,2,    0.5016,2,   34.6948,2, -430.4235,2,    0.0622,1,    0.1295,1,    0.0008,2
    1092.0,2,    0.5005,2,   34.6948,2, -433.7432,2,    0.0621,1,    0.1292,1,    0.0008,2
    1094.0,2,    0.4994,2,   34.6948,2,  -436.795,2,    0.0621,1,    0.1292,1,    0.0008,2
    1096.0,2,    0.4975,2,   34.6947,2, -441.6784,2,    0.0621,1,    0.1299,1,    0.0008,2
    1098.0,2,    0.4958,2,   34.6946,2,  -446.231,2,    0.0621,1,    0.1298,1,    0.0008,2
    1100.0,2,    0.4943,2,   34.6945,2, -450.4359,2,     0.062,1,    0.1293,1,    0.0008,2
    1102.0,2,    0.4922,2,   34.6944,2, -455.7834,2,     0.062,1,    0.1294,1,    0.0008,2
    1104.0,2,    0.4905,2,   34.6943,2, -460.1979,2,     0.062,1,    0.1301,1,    0.0008,2
    1106.0,2,    0.4893,2,   34.6942,2, -463.5842,2,     0.062,1,    0.1299,1,    0.0008,2
    1108.0,2,    0.4875,2,   34.6942,2, -468.0956,2,     0.062,1,    0.1297,1,    0.0008,2
    1110.0,2,    0.4854,2,   34.6941,2,  -473.299,2,     0.062,1,    0.1298,1,    0.0008,2
    1112.0,2,    0.4828,2,   34.6939,2, -479.5642,2,     0.062,1,    0.1295,1,    0.0008,2
    1114.0,2,    0.4803,2,   34.6937,2, -485.5356,2,    0.0621,1,    0.1297,1,    0.0008,2
    1116.0,2,    0.4779,2,   34.6936,2, -491.2784,2,     0.062,1,    0.1298,1,    0.0007,2
    1118.0,2,    0.4757,2,   34.6934,2, -496.2205,2,     0.062,1,    0.1298,1,    0.0005,2
    1120.0,2,    0.4731,2,   34.6933,2, -502.0017,2,    0.0621,1,    0.1296,1,    0.0004,2
    1122.0,2,    0.4708,2,   34.6931,2, -507.1899,2,    0.0621,1,    0.1291,1,    0.0004,2
    1124.0,2,    0.4686,2,    34.693,2, -511.9171,2,    0.0621,1,     0.129,1,    0.0004,2
    1126.0,2,    0.4668,2,   34.6929,2, -515.9969,2,     0.062,1,     0.129,1,    0.0004,2
    1128.0,2,    0.4646,2,   34.6927,2, -520.7985,2,    0.0619,1,    0.1289,1,    0.0004,2
    1130.0,2,    0.4626,2,   34.6926,2, -524.7267,2,    0.0619,1,    0.1289,1,    0.0004,2
    1132.0,2,    0.4603,2,   34.6925,2, -529.5083,2,    0.0619,1,    0.1286,1,    0.0004,2
    1134.0,2,     0.459,2,   34.6925,2,  -532.354,2,    0.0619,1,    0.1283,1,    0.0004,2
    1136.0,2,    0.4581,2,   34.6925,2,  -534.575,2,     0.062,1,    0.1284,1,    0.0004,2
    1138.0,2,    0.4564,2,   34.6925,2, -537.8883,2,    0.0619,1,     0.129,1,    0.0005,2
    1140.0,2,    0.4551,2,   34.6925,2, -540.7054,2,    0.0619,1,    0.1291,1,    0.0007,2
    1142.0,2,    0.4542,2,   34.6925,2, -542.4958,2,    0.0619,1,    0.1293,1,    0.0008,2
    1144.0,2,    0.4526,2,   34.6924,2, -545.7457,2,    0.0619,1,    0.1294,1,    0.0008,2
    1146.0,2,    0.4512,2,   34.6924,2, -548.2113,2,    0.0619,1,    0.1295,1,    0.0008,2
    1148.0,2,    0.4499,2,   34.6923,2,  -550.454,2,    0.0619,1,    0.1292,1,    0.0007,2
    1150.0,2,    0.4486,2,   34.6923,2,  -552.796,2,    0.0619,1,     0.129,1,    0.0005,2
    1152.0,2,    0.4469,2,   34.6922,2, -555.7878,2,     0.062,1,    0.1291,1,    0.0004,2
    1154.0,2,    0.4455,2,   34.6921,2, -558.1938,2,     0.062,1,    0.1286,1,    0.0004,2
    1156.0,2,     0.444,2,    34.692,2,  -560.883,2,     0.062,1,    0.1283,1,    0.0004,2
    1158.0,2,     0.443,2,    34.692,2, -562.5343,2,     0.062,1,    0.1282,1,    0.0004,2
    1160.0,2,    0.4417,2,    34.692,2, -564.6142,2,    0.0621,1,    0.1284,1,    0.0004,2
    1162.0,2,    0.4409,2,    34.692,2, -566.3564,2,    0.0621,1,    0.1283,1,    0.0004,2
    1164.0,2,    0.4404,2,   34.6921,2, -567.6566,2,    0.0621,1,    0.1281,1,    0.0004,2
    1166.0,2,    0.4395,2,   34.6921,2, -568.9422,2,    0.0622,1,    0.1293,1,    0.0004,2
    1168.0,2,    0.4391,2,   34.6921,2, -569.2604,2,    0.0622,1,    0.1298,1,    0.0004,2
    1170.0,2,    0.4386,2,   34.6921,2, -569.7906,2,    0.0623,1,    0.1299,1,    0.0004,2
    1172.0,2,    0.4384,2,   34.6922,2, -570.0803,2,    0.0623,1,    0.1302,1,    0.0004,2
    1174.0,2,    0.4383,2,   34.6922,2, -570.2429,2,    0.0623,1,     0.131,1,    0.0004,2
    1176.0,2,    0.4384,2,   34.6923,2, -569.9269,2,    0.0622,1,    0.1312,1,    0.0004,2
    1178.0,2,    0.4383,2,   34.6923,2, -569.4849,2,    0.0622,1,    0.1309,1,    0.0004,2
    1180.0,2,    0.4385,2,   34.6924,2, -568.5247,2,    0.0622,1,    0.1291,1,    0.0004,2
    1182.0,2,    0.4388,2,   34.6926,2, -567.9438,2,    0.0621,1,    0.1278,1,    0.0004,2
    1184.0,2,    0.4388,2,   34.6927,2, -567.5697,2,    0.0621,1,    0.1278,1,    0.0005,2
    1186.0,2,    0.4386,2,   34.6927,2, -567.3026,2,    0.0621,1,    0.1277,1,    0.0007,2
    1188.0,2,    0.4385,2,   34.6928,2, -566.9824,2,    0.0621,1,    0.1277,1,    0.0008,2
    1190.0,2,    0.4383,2,   34.6928,2, -566.6753,2,     0.062,1,    0.1275,1,    0.0008,2
    1192.0,2,     0.438,2,   34.6929,2,  -566.404,2,    0.0619,1,    0.1272,1,    0.0008,2
    1194.0,2,    0.4377,2,    34.693,2, -565.8541,2,    0.0618,1,    0.1267,1,    0.0008,2
    1196.0,2,    0.4371,2,   34.6931,2, -566.0137,2,    0.0621,1,    0.1268,1,    0.0008,2
    1198.0,2,    0.4368,2,   34.6931,2, -566.0445,2,    0.0622,1,    0.1268,1,    0.0008,2
    1200.0,2,    0.4362,2,   34.6931,2, -565.9219,2,    0.0622,1,     0.127,1,    0.0007,2
    1202.0,2,    0.4357,2,   34.6932,2,  -566.154,2,    0.0623,1,     0.127,1,    0.0005,2
    1204.0,2,     0.435,2,   34.6932,2, -566.1625,2,    0.0624,1,    0.1274,1,    0.0004,2
    1206.0,2,    0.4342,2,   34.6932,2, -566.0424,2,    0.0623,1,    0.1281,1,    0.0004,2
    1208.0,2,    0.4335,2,   34.6933,2,  -566.181,2,    0.0623,1,    0.1282,1,    0.0004,2
    1210.0,2,    0.4327,2,   34.6933,2, -566.8644,2,    0.0623,1,    0.1276,1,    0.0004,2
    1212.0,2,    0.4318,2,   34.6933,2, -567.1031,2,    0.0623,1,    0.1272,1,    0.0004,2
    1214.0,2,     0.431,2,   34.6933,2, -567.3646,2,    0.0623,1,    0.1272,1,    0.0004,2
    1216.0,2,      0.43,2,   34.6933,2, -568.4519,2,    0.0623,1,    0.1273,1,    0.0004,2
    1218.0,2,    0.4291,2,   34.6933,2, -569.4481,2,    0.0622,1,    0.1273,1,    0.0004,2
    1220.0,2,    0.4282,2,   34.6933,2, -570.2201,2,    0.0621,1,    0.1273,1,    0.0004,2
    1222.0,2,    0.4268,2,   34.6933,2, -571.3913,2,     0.062,1,    0.1276,1,    0.0004,2
    1224.0,2,    0.4259,2,   34.6932,2,  -571.987,2,     0.062,1,    0.1278,1,    0.0004,2
    1226.0,2,    0.4248,2,   34.6932,2, -572.6672,2,     0.062,1,    0.1277,1,    0.0004,2
    1228.0,2,    0.4239,2,   34.6932,2, -574.0813,2,    0.0621,1,    0.1276,1,    0.0004,2
    1230.0,2,    0.4231,2,   34.6932,2, -575.4087,2,     0.062,1,    0.1276,1,    0.0004,2
    1232.0,2,    0.4218,2,   34.6931,2, -577.1958,2,     0.062,1,    0.1276,1,    0.0004,2
    1234.0,2,    0.4211,2,   34.6931,2, -577.6654,2,     0.062,1,    0.1277,1,    0.0004,2
    1236.0,2,    0.4198,2,    34.693,2, -578.6055,2,    0.0621,1,    0.1276,1,    0.0004,2
    1238.0,2,    0.4191,2,    34.693,2, -579.3887,2,    0.0622,1,    0.1274,1,    0.0004,2
    1240.0,2,    0.4181,2,    34.693,2,  -580.647,2,    0.0622,1,    0.1272,1,    0.0004,2
    1242.0,2,    0.4171,2,   34.6929,2, -581.8862,2,    0.0621,1,    0.1271,1,    0.0004,2
    1244.0,2,    0.4165,2,   34.6929,2, -582.3901,2,    0.0621,1,    0.1269,1,    0.0004,2
    1246.0,2,    0.4158,2,   34.6929,2, -583.2024,2,    0.0621,1,    0.1269,1,    0.0004,2
    1248.0,2,    0.4153,2,   34.6929,2,  -583.522,2,    0.0621,1,    0.1269,1,    0.0004,2
    1250.0,2,    0.4143,2,   34.6928,2, -584.4753,2,    0.0621,1,    0.1268,1,    0.0004,2
    1252.0,2,    0.4136,2,   34.6928,2, -585.4463,2,    0.0621,1,    0.1267,1,    0.0004,2
    1254.0,2,    0.4131,2,   34.6928,2, -586.2887,2,     0.062,1,    0.1268,1,    0.0004,2
    1256.0,2,    0.4126,2,   34.6928,2, -586.8747,2,     0.062,1,    0.1268,1,    0.0004,2
    1258.0,2,    0.4119,2,   34.6928,2, -587.4935,2,     0.062,1,    0.1269,1,    0.0004,2
    1260.0,2,    0.4109,2,   34.6927,2, -588.4486,2,     0.062,1,    0.1271,1,    0.0004,2
    1262.0,2,    0.4099,2,   34.6927,2, -589.7148,2,     0.062,1,    0.1266,1,    0.0004,2
    1264.0,2,    0.4094,2,   34.6927,2, -590.3935,2,    0.0619,1,    0.1267,1,    0.0004,2
    1266.0,2,    0.4093,2,   34.6927,2, -590.7026,2,     0.062,1,     0.127,1,    0.0004,2
    1268.0,2,    0.4086,2,   34.6927,2, -591.3899,2,     0.062,1,    0.1272,1,    0.0004,2
    1270.0,6,    0.4045,6,   34.6925,6, -595.2722,6,     0.062,6,    0.1279,6,    0.0004,2
    1272.0,6,    0.4045,6,   34.6925,6, -595.2722,6,     0.062,6,    0.1279,6,    0.0004,2
    1274.0,6,    0.4045,6,   34.6925,6, -595.2722,6,     0.062,6,    0.1279,6,    0.0004,2
    1276.0,2,    0.4045,2,   34.6925,2, -595.2722,2,     0.062,1,    0.1279,1,    0.0004,2
    1278.0,2,    0.4041,2,   34.6924,2, -595.7341,2,     0.062,1,    0.1275,1,    0.0004,2
    1280.0,2,     0.403,2,   34.6924,2, -596.7259,2,     0.062,1,    0.1273,1,    0.0004,2
    1282.0,2,    0.4025,2,   34.6923,2, -597.2453,2,    0.0621,1,    0.1276,1,    0.0004,2
    1284.0,2,    0.4012,2,   34.6922,2, -598.6625,2,    0.0621,1,    0.1275,1,    0.0004,2
    1286.0,2,    0.4006,2,   34.6922,2,  -599.263,2,    0.0621,1,    0.1279,1,    0.0003,2
    1288.0,2,    0.3993,2,   34.6921,2, -599.7693,2,     0.062,1,    0.1278,1,    0.0001,2
    1290.0,2,    0.3975,2,    34.692,2, -600.9832,2,     0.062,1,     0.128,1,    0.0000,2
    1292.0,2,    0.3965,2,    34.692,2, -601.8665,2,    0.0621,1,    0.1281,1,    0.0000,2
    1294.0,2,    0.3947,2,   34.6919,2, -603.5083,2,    0.0619,1,     0.128,1,    0.0000,2
    1296.0,2,    0.3936,2,   34.6918,2, -604.3818,2,    0.0619,1,    0.1279,1,    0.0001,2
    1298.0,2,    0.3923,2,   34.6918,2, -605.3769,2,     0.062,1,    0.1279,1,    0.0003,2
    1300.0,2,    0.3909,2,   34.6917,2, -606.4678,2,     0.062,1,     0.128,1,    0.0004,2
    1302.0,2,    0.3897,2,   34.6916,2, -607.6715,2,     0.062,1,    0.1278,1,    0.0004,2
    1304.0,2,    0.3885,2,   34.6915,2, -608.5718,2,     0.062,1,     0.128,1,    0.0003,2
    1306.0,2,    0.3873,2,   34.6914,2, -609.0122,2,    0.0621,1,     0.128,1,    0.0002,2
    1308.0,2,    0.3864,2,   34.6914,2, -609.6162,2,    0.0621,1,    0.1277,1,    0.0002,2
    1310.0,2,    0.3852,2,   34.6913,2, -610.2371,2,    0.0621,1,    0.1275,1,    0.0001,2
    1312.0,2,    0.3838,2,   34.6913,2,  -610.849,2,     0.062,1,     0.127,1,    0.0000,2
    1314.0,2,    0.3826,2,   34.6912,2, -611.2376,2,     0.062,1,    0.1271,1,    0.0001,2
    1316.0,2,    0.3811,2,   34.6911,2, -612.7048,2,    0.0619,1,    0.1273,1,    0.0002,2
    1318.0,2,    0.3799,2,   34.6911,2,  -613.702,2,    0.0619,1,    0.1277,1,    0.0001,2
    1320.0,2,    0.3789,2,    34.691,2, -614.0477,2,     0.062,1,    0.1273,1,    0.0000,2
    1322.0,2,    0.3774,2,   34.6909,2, -614.6995,2,    0.0621,1,    0.1271,1,    0.0000,2
    1324.0,2,    0.3763,2,   34.6909,2, -614.4669,2,     0.062,1,     0.127,1,    0.0000,2
    1326.0,2,    0.3752,2,   34.6908,2, -615.3381,2,     0.062,1,    0.1272,1,    0.0000,2
    1328.0,2,    0.3741,2,   34.6908,2, -616.3234,2,     0.062,1,    0.1269,1,    0.0001,2
    1330.0,2,    0.3729,2,   34.6907,2, -616.9745,2,     0.062,1,    0.1267,1,    0.0002,2
    1332.0,2,    0.3716,2,   34.6907,2, -617.7866,2,    0.0621,1,     0.127,1,    0.0001,2
    1334.0,2,    0.3706,2,   34.6906,2, -618.3757,2,     0.062,1,    0.1271,1,    0.0000,2
    1336.0,2,    0.3695,2,   34.6905,2, -618.9545,2,     0.062,1,    0.1271,1,    0.0001,2
    1338.0,2,    0.3688,2,   34.6905,2, -619.3556,2,     0.062,1,    0.1266,1,    0.0003,2
    1340.0,2,    0.3678,2,   34.6904,2, -619.9201,2,     0.062,1,    0.1266,1,    0.0004,2
    1342.0,2,    0.3662,2,   34.6904,2, -619.5477,2,     0.062,1,    0.1266,1,    0.0004,2
    1344.0,2,    0.3658,2,   34.6904,2, -619.5961,2,     0.062,1,    0.1265,1,    0.0004,2
    1346.0,2,    0.3652,2,   34.6903,2, -620.2097,2,     0.062,1,    0.1263,1,    0.0004,2
    1348.0,2,    0.3639,2,   34.6903,2, -621.0793,2,    0.0621,1,    0.1265,1,    0.0004,2
    1350.0,2,    0.3633,2,   34.6902,2, -621.3549,2,    0.0621,1,    0.1265,1,    0.0003,2
    1352.0,2,    0.3623,2,   34.6902,2, -622.1267,2,     0.062,1,    0.1265,1,    0.0001,2
    1354.0,2,    0.3615,2,   34.6902,2, -621.9861,2,     0.062,1,    0.1266,1,    0.0001,2
    1356.0,2,    0.3604,2,   34.6901,2, -622.1123,2,     0.062,1,    0.1267,1,    0.0003,2
    1358.0,2,    0.3599,2,   34.6901,2, -622.6073,2,    0.0621,1,    0.1268,1,    0.0004,2
    1360.0,2,     0.359,2,     34.69,2, -622.7726,2,     0.062,1,    0.1268,1,    0.0004,2
    1362.0,2,    0.3582,2,     34.69,2, -622.8698,2,     0.062,1,    0.1269,1,    0.0004,2
    1364.0,2,    0.3576,2,   34.6899,2, -623.1054,2,     0.062,1,    0.1267,1,    0.0004,2
    1366.0,2,    0.3572,2,   34.6899,2, -623.1074,2,     0.062,1,    0.1267,1,    0.0004,2
    1368.0,2,    0.3565,2,   34.6899,2, -623.4461,2,    0.0621,1,    0.1266,1,    0.0004,2
    1370.0,2,    0.3561,2,   34.6899,2, -623.1673,2,     0.062,1,    0.1267,1,    0.0004,2
    1372.0,2,    0.3554,2,   34.6898,2, -623.3251,2,    0.0621,1,    0.1268,1,    0.0004,2
    1374.0,2,    0.3548,2,   34.6898,2, -623.4582,2,     0.062,1,     0.127,1,    0.0004,2
    1376.0,2,    0.3542,2,   34.6898,2, -623.5731,2,     0.062,1,    0.1271,1,    0.0004,2
    1378.0,2,    0.3536,2,   34.6897,2,  -623.444,2,     0.062,1,    0.1272,1,    0.0004,2
    1380.0,2,    0.3532,2,   34.6897,2, -623.3055,2,    0.0619,1,    0.1271,1,    0.0004,2
    1382.0,2,    0.3525,2,   34.6897,2, -623.4065,2,    0.0618,1,    0.1268,1,    0.0004,2
    1384.0,2,    0.3521,2,   34.6898,2, -623.6619,2,    0.0619,1,     0.127,1,    0.0004,2
    1386.0,2,    0.3513,2,   34.6898,2, -624.0389,2,    0.0621,1,    0.1277,1,    0.0004,2
    1388.0,2,    0.3503,2,   34.6897,2, -624.1271,2,     0.062,1,    0.1276,1,    0.0004,2
    1390.0,2,    0.3493,2,   34.6897,2, -623.6859,2,     0.062,1,    0.1276,1,    0.0004,2
    1392.0,2,    0.3485,2,   34.6896,2, -623.2154,2,     0.062,1,    0.1273,1,    0.0004,2
    1394.0,2,    0.3474,2,   34.6896,2, -622.5833,2,    0.0619,1,    0.1268,1,    0.0004,2
    1396.0,2,    0.3465,2,   34.6896,2, -622.8517,2,    0.0618,1,    0.1263,1,    0.0004,2
