STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-08-28,0.00,77,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-08-29,0.00,89,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-08-30,0.02,76,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-08-31,0.06,72,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-01,0.00,74,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-02,0.00,73,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-03,0.35,67,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-04,0.01,65,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-05,0.09,68,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-06,0.00,65,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-07,0.08,72,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-08,0.00,71,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-09,0.00,71,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-10,0.00,77,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-11,0.00,76,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-12,0.00,67,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-13,0.20,66,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-14,0.36,68,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-15,0.21,63,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-16,0.00,66,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-17,0.01,66,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-18,0.20,60,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-19,0.23,58,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-20,0.01,59,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-21,0.10,60,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-22,0.00,61,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-23,0.00,65,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-24,0.00,68,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-25,0.00,67,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-26,0.00,73,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-27,0.00,75,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-28,0.00,69,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-29,0.00,64,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-30,0.00,66,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-01,0.00,65,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-02,0.03,67,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-03,0.12,62,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-04,0.62,64,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-05,0.00,61,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-06,0.00,68,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-07,0.00,70,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-08,0.00,69,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-09,0.00,79,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-10,0.00,65,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-11,0.13,59,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-12,0.18,62,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-13,0.45,55,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-14,0.44,56,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-15,0.04,53,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-16,0.00,50,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-17,0.99,50,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-18,0.10,50,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-19,0.00,51,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-20,0.00,51,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-21,0.73,50,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-22,0.02,53,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-23,0.53,49,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-24,0.22,54,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-25,0.01,51,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-26,0.00,51,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-27,0.00,55,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-28,0.91,55,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-29,0.02,53,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-30,0.00,53,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-31,0.00,52,32
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-01,0.00,54,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-02,0.00,52,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-03,0.16,51,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-04,0.00,53,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-05,0.02,48,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-06,0.08,52,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-07,0.01,51,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-08,0.00,60,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-09,0.01,58,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-10,0.00,48,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-11,0.08,54,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-12,0.40,58,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-13,0.22,53,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-14,0.05,50,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-15,0.28,46,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-16,0.26,45,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-17,0.69,42,32
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-18,0.12,38,32
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-19,0.45,36,29
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-20,0.03,37,31
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-21,0.00,37,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-22,0.00,36,26
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-23,0.33,37,23
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-24,0.29,45,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-25,0.04,50,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-26,0.07,48,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-27,1.30,55,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-28,0.00,51,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-29,0.00,47,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-30,0.34,52,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-01,0.00,47,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-02,0.15,43,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-03,0.00,43,31
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-04,0.98,50,31
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-05,0.09,43,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-06,0.36,44,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-07,0.36,46,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-08,0.68,45,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-09,0.07,51,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-10,0.21,51,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-11,0.22,48,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-12,0.15,47,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-13,0.23,46,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-14,0.00,43,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-15,0.11,45,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-16,0.00,43,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-17,0.00,44,30
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-18,0.00,42,30
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-19,0.14,43,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-20,0.18,44,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-21,0.05,42,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-22,0.05,44,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-23,0.25,41,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-24,0.51,38,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-25,0.00,37,29
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-26,1.12,32,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-27,0.00,36,29
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-28,0.38,36,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-29,1.92,49,27
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-30,0.67,50,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-31,1.30,56,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-01,0.43,55,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-02,1.51,51,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-03,0.02,44,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-04,0.04,40,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-05,0.00,42,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-06,0.00,46,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-07,0.00,48,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-08,0.04,47,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-09,0.15,47,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-10,0.04,47,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-11,0.00,45,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-12,0.00,42,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-13,0.00,43,23
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-14,0.00,41,21
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-15,0.00,42,23
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-16,0.44,44,31
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-17,0.94,47,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-18,0.43,51,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-19,0.56,53,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-20,0.68,48,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-21,0.10,45,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-22,0.00,45,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-23,0.02,44,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-24,0.00,42,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-25,0.00,34,26
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-26,0.00,34,22
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-27,0.43,40,24
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-28,0.05,52,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-29,0.31,52,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-30,0.49,53,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-31,0.34,52,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-01,0.06,49,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-02,0.08,44,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-03,0.00,54,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-04,0.00,53,32
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-05,0.00,49,26
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-06,0.00,46,27
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-07,0.00,44,31
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-08,0.00,40,29
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-09,0.00,44,28
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-10,0.00,48,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-11,0.49,43,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-12,0.04,49,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-13,0.03,46,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-14,0.19,50,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-15,0.00,56,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-16,0.08,58,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-17,0.00,51,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-18,0.48,45,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-19,0.15,46,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-20,0.00,49,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-21,0.00,50,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-22,0.00,50,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-23,0.00,53,30
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-24,0.00,55,32
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-25,0.00,47,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-26,0.16,44,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-27,0.08,46,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-28,0.15,46,30
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-01,0.67,47,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-02,0.14,45,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-03,0.40,44,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-04,0.00,45,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-05,0.38,46,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-06,0.50,52,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-07,0.32,49,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-08,0.08,47,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-09,0.43,50,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-10,0.00,49,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-11,0.19,46,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-12,0.24,43,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-13,0.04,45,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-14,0.00,50,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-15,0.94,53,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-16,0.20,49,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-17,0.18,56,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-18,1.86,57,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-19,1.27,56,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-20,0.01,54,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-21,0.00,55,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-22,0.00,55,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-23,0.01,53,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-24,0.00,56,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-25,0.04,62,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-26,0.08,53,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-27,0.10,50,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-28,0.00,51,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-29,0.00,55,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-30,0.00,61,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-31,0.07,49,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-01,0.00,51,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-02,0.00,54,32
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-03,0.06,49,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-04,0.00,53,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-05,0.00,58,33
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-06,0.00,61,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-07,0.00,58,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-08,0.00,56,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-09,0.00,56,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-10,0.01,54,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-11,0.00,61,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-12,0.04,61,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-13,0.29,52,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-14,0.19,53,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-15,0.23,63,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-16,0.25,61,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-17,0.00,58,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-18,0.01,53,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-19,1.42,56,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-20,0.03,57,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-21,0.00,60,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-22,0.35,59,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-23,0.33,58,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-24,0.00,58,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-25,0.00,62,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-26,0.35,71,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-27,0.05,55,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-28,0.22,53,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-29,0.01,56,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-30,0.48,50,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-01,0.01,57,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-02,0.02,65,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-03,0.30,55,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-04,0.32,59,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-05,0.17,62,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-06,0.00,58,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-07,0.00,63,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-08,0.00,74,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-09,0.00,71,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-10,0.00,69,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-11,0.00,81,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-12,0.00,79,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-13,0.00,76,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-14,0.02,75,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-15,0.00,73,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-16,0.00,75,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-17,0.00,71,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-18,0.00,72,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-19,0.00,69,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-20,0.08,61,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-21,0.00,64,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-22,0.00,65,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-23,0.16,61,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-24,0.09,63,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-25,0.00,58,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-26,0.00,66,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-27,0.11,68,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-28,0.02,69,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-29,0.04,69,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-30,0.33,67,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-31,0.20,63,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-01,0.07,63,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-02,0.05,71,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-03,0.03,64,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-04,0.01,65,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-05,0.00,65,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-06,0.00,68,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-07,0.00,62,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-08,0.00,67,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-09,0.00,72,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-10,0.00,76,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-11,0.11,63,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-12,0.00,65,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-13,0.00,70,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-14,0.00,74,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-15,0.00,72,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-16,0.05,67,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-17,0.45,68,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-18,0.00,66,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-19,0.02,62,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-20,0.23,67,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-21,0.09,59,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-22,0.02,64,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-23,0.05,64,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-24,0.00,67,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-25,0.00,70,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-26,0.00,66,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-27,0.00,69,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-28,0.27,68,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-29,0.19,66,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-30,0.00,69,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-01,0.03,67,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-02,0.00,71,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-03,0.00,78,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-04,0.00,88,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-05,0.01,73,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-06,0.00,71,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-07,0.01,68,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-08,0.80,67,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-09,0.02,69,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-10,0.32,67,54
