CTD,20171201CCHSIOSEE
NUMBER_HEADERS = 14
EXPOCODE = 33RR20080204
SECT_ID = I06S
STNNBR = 97
CASTNO = 1
DATE = 20080305
TIME = 2343
LATITUDE = -68.2939
LONGITUDE = 31.1577
DEPTH =  1965
INSTRUMENT_ID = 725
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,FLUORM,FLUORM_FLAG_W,PAR,PAR_FLAG_W,SPAR,SPAR_FLAG_W,CTDNOBS,CTDETIME,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,,,SECONDS,/METER,
    1144.0,2,    0.3399,2,   34.6704,2,     218.8,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1779.4,    0.0008,2
    1146.0,2,    0.3402,2,   34.6701,2,     218.8,2,     0.227,1,  -999.000,9,     0.005,1,        84,    1782.2,    0.0016,2
    1148.0,2,    0.3406,2,   34.6704,2,     218.9,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1784.7,    0.0000,2
    1150.0,2,    0.3383,2,   34.6704,2,     218.9,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1786.4,    0.0008,2
    1152.0,2,    0.3326,2,   34.6704,2,     218.9,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1788.7,    0.0008,2
    1154.0,2,    0.3330,2,   34.6702,2,     219.0,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1790.9,    0.0000,2
    1156.0,2,    0.3307,2,   34.6702,2,     219.1,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1792.9,    0.0008,2
    1158.0,2,    0.3286,2,   34.6702,2,     219.1,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1794.9,    0.0008,2
    1160.0,2,    0.3269,2,   34.6701,2,     219.2,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1796.9,    0.0008,2
    1162.0,2,    0.3268,2,   34.6700,2,     219.2,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1799.2,    0.0008,2
    1164.0,2,    0.3254,2,   34.6702,2,     219.3,2,     0.227,1,  -999.000,9,     0.004,1,        36,    1801.2,    0.0000,2
    1166.0,2,    0.3250,2,   34.6703,2,     219.2,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1802.9,    0.0000,2
    1168.0,2,    0.3254,2,   34.6700,2,     219.2,2,     0.227,1,  -999.000,9,     0.005,1,        72,    1805.4,    0.0008,2
    1170.0,2,    0.3246,2,   34.6700,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1808.2,    0.0008,2
    1172.0,2,    0.3211,2,   34.6702,2,     219.2,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1810.2,    0.0008,2
    1174.0,2,    0.3153,2,   34.6701,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        24,    1811.4,    0.0008,2
    1176.0,2,    0.3104,2,   34.6701,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1812.9,    0.0000,2
    1178.0,2,    0.3083,2,   34.6697,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        72,    1815.4,    0.0000,2
    1180.0,2,    0.3068,2,   34.6698,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1818.2,    0.0000,2
    1182.0,2,    0.3062,2,   34.6699,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1820.2,    0.0000,2
    1184.0,2,    0.3068,2,   34.6699,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1821.9,    0.0008,2
    1186.0,2,    0.3070,2,   34.6699,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1823.9,    0.0000,2
    1188.0,2,    0.3070,2,   34.6696,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1825.9,    0.0008,2
    1190.0,2,    0.3071,2,   34.6698,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1827.9,    0.0016,2
    1192.0,2,    0.3079,2,   34.6697,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1830.2,    0.0000,2
    1194.0,2,    0.3081,2,   34.6697,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1832.4,    0.0008,2
    1196.0,2,    0.3082,2,   34.6698,2,     219.4,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1834.4,    0.0008,2
    1198.0,2,    0.3080,2,   34.6699,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1836.4,    0.0000,2
    1200.0,2,    0.3067,2,   34.6698,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1838.7,    0.0000,2
    1202.0,2,    0.3027,2,   34.6701,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1840.9,    0.0000,2
    1204.0,2,    0.3009,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.004,1,        36,    1842.7,    0.0000,2
    1206.0,2,    0.2991,2,   34.6701,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1844.7,    0.0008,2
    1208.0,2,    0.2986,2,   34.6699,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1847.2,    0.0000,2
    1210.0,2,    0.2982,2,   34.6700,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1849.2,    0.0008,2
    1212.0,2,    0.2991,2,   34.6701,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1850.9,    0.0000,2
    1214.0,2,    0.2988,2,   34.6702,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1852.9,    0.0008,2
    1216.0,2,    0.2991,2,   34.6699,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1855.2,    0.0000,2
    1218.0,2,    0.2987,2,   34.6701,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1857.4,    0.0000,2
    1220.0,2,    0.2971,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1859.7,    0.0008,2
    1222.0,2,    0.2964,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.004,1,        36,    1861.7,    0.0008,2
    1224.0,2,    0.2958,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1863.4,    0.0000,2
    1226.0,2,    0.2956,2,   34.6703,2,     219.2,2,     0.227,1,  -999.000,9,     0.004,1,        48,    1865.4,    0.0008,2
    1228.0,2,    0.2950,2,   34.6701,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1867.7,    0.0000,2
    1230.0,2,    0.2928,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1869.9,    0.0000,2
    1232.0,2,    0.2923,2,   34.6703,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1871.9,    0.0000,2
    1234.0,2,    0.2922,2,   34.6703,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1873.7,    0.0000,2
    1236.0,2,    0.2924,2,   34.6702,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1875.7,    0.0000,2
    1238.0,2,    0.2921,2,   34.6700,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1877.9,    0.0000,2
    1240.0,2,    0.2918,2,   34.6701,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1879.9,    0.0000,2
    1242.0,2,    0.2914,2,   34.6703,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1882.2,    0.0000,2
    1244.0,2,    0.2912,2,   34.6701,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1884.4,    0.0000,2
    1246.0,2,    0.2903,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1886.4,    0.0000,2
    1248.0,2,    0.2918,2,   34.6703,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1888.4,    0.0000,2
    1250.0,2,    0.2926,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1890.7,    0.0008,2
    1252.0,2,    0.2925,2,   34.6703,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1892.7,    0.0000,2
    1254.0,2,    0.2923,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1894.4,    0.0008,2
    1256.0,2,    0.2917,2,   34.6700,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1896.7,    0.0008,2
    1258.0,2,    0.2904,2,   34.6702,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1898.9,    0.0000,2
    1260.0,2,    0.2890,2,   34.6703,2,     219.3,2,     0.227,1,  -999.000,9,     0.004,1,        47,    1900.9,    0.0000,2
    1262.0,2,    0.2867,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1902.9,    0.0008,2
    1264.0,2,    0.2877,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1905.2,    0.0008,2
    1266.0,2,    0.2903,2,   34.6701,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1907.4,    0.0008,2
    1268.0,2,    0.2889,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1909.4,    0.0000,2
    1270.0,2,    0.2878,2,   34.6702,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1911.2,    0.0000,2
    1272.0,2,    0.2853,2,   34.6704,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        72,    1913.4,    0.0000,2
    1274.0,2,    0.2856,2,   34.6701,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1916.2,    0.0000,2
    1276.0,2,    0.2859,2,   34.6703,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1918.2,    0.0000,2
    1278.0,2,    0.2854,2,   34.6704,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1919.7,    0.0008,2
    1280.0,2,    0.2852,2,   34.6706,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1921.2,    0.0000,2
    1282.0,2,    0.2859,2,   34.6704,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        72,    1923.9,    0.0000,2
    1284.0,2,    0.2858,2,   34.6704,2,     219.4,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1927.2,    0.0000,2
    1286.0,2,    0.2857,2,   34.6704,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1928.7,    0.0000,2
    1288.0,2,    0.2854,2,   34.6704,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        24,    1929.9,    0.0000,2
    1290.0,2,    0.2854,2,   34.6704,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1931.4,    0.0016,2
    1292.0,2,    0.2853,2,   34.6702,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        96,    1934.4,    0.0000,2
    1294.0,2,    0.2848,2,   34.6706,2,     219.5,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1937.4,    0.0000,2
    1296.0,2,    0.2850,2,   34.6706,2,     219.4,2,     0.226,1,  -999.000,9,     0.005,1,        24,    1938.9,    0.0000,2
    1298.0,2,    0.2851,2,   34.6705,2,     219.3,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1940.2,    0.0000,2
    1300.0,2,    0.2852,2,   34.6704,2,     219.3,2,     0.226,1,  -999.000,9,     0.005,1,        60,    1942.2,    0.0000,2
    1302.0,2,    0.2853,2,   34.6703,2,     219.3,2,     0.227,1,  -999.000,9,     0.005,1,        72,    1944.9,    0.0000,2
    1304.0,2,    0.2851,2,   34.6705,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1947.2,    0.0000,2
    1306.0,2,    0.2849,2,   34.6705,2,     219.5,2,     0.226,1,  -999.000,9,     0.005,1,        48,    1948.9,    0.0008,2
    1308.0,2,    0.2844,2,   34.6705,2,     219.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1950.9,    0.0000,2
    1310.0,2,    0.2836,2,   34.6705,2,     219.4,2,     0.226,1,  -999.000,9,     0.005,1,        60,    1953.2,    0.0000,2
    1312.0,2,    0.2838,2,   34.6705,2,     219.5,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1955.2,    0.0000,2
    1314.0,2,    0.2836,2,   34.6705,2,     219.5,2,     0.226,1,  -999.000,9,     0.005,1,        48,    1956.9,    0.0000,2
    1316.0,2,    0.2821,2,   34.6706,2,     219.4,2,     0.226,1,  -999.000,9,     0.005,1,        60,    1959.2,    0.0000,2
    1318.0,2,    0.2800,2,   34.6707,2,     219.3,2,     0.226,1,  -999.000,9,     0.005,1,        60,    1961.7,    0.0000,2
    1320.0,2,    0.2799,2,   34.6710,2,     219.3,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1963.7,    0.0000,2
    1322.0,2,    0.2802,2,   34.6708,2,     219.4,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1965.2,    0.0000,2
    1324.0,2,    0.2769,2,   34.6711,2,     219.3,2,     0.226,1,  -999.000,9,     0.005,1,        84,    1967.7,    0.0008,2
    1326.0,2,    0.2759,2,   34.6713,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        48,    1970.4,    0.0000,2
    1328.0,2,    0.2750,2,   34.6714,2,     219.2,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1972.2,    0.0000,2
    1330.0,2,    0.2748,2,   34.6715,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1973.7,    0.0000,2
    1332.0,2,    0.2747,2,   34.6715,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        48,    1975.4,    0.0000,2
    1334.0,2,    0.2751,2,   34.6711,2,     219.0,2,     0.226,1,  -999.000,9,     0.004,1,        84,    1978.2,    0.0000,2
    1336.0,2,    0.2750,2,   34.6714,2,     219.1,2,     0.226,1,  -999.000,9,     0.004,1,        48,    1980.9,    0.0000,2
    1338.0,2,    0.2743,2,   34.6715,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1982.7,    0.0000,2
    1340.0,2,    0.2730,2,   34.6714,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1984.2,    0.0000,2
    1342.0,2,    0.2722,2,   34.6715,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        48,    1985.9,    0.0000,2
    1344.0,2,    0.2725,2,   34.6715,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        60,    1988.2,    0.0000,2
    1346.0,2,    0.2724,2,   34.6715,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        48,    1990.4,    0.0000,2
    1348.0,2,    0.2716,2,   34.6716,2,     218.9,2,     0.226,1,  -999.000,9,     0.004,1,        60,    1992.7,    0.0008,2
    1350.0,2,    0.2716,2,   34.6715,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        48,    1994.9,    0.0000,2
    1352.0,2,    0.2706,2,   34.6716,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        60,    1997.2,    0.0000,2
    1354.0,2,    0.2706,2,   34.6717,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        36,    1999.2,    0.0008,2
    1356.0,2,    0.2702,2,   34.6717,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2000.7,    0.0000,2
    1358.0,2,    0.2688,2,   34.6716,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2002.4,    0.0000,2
    1360.0,2,    0.2687,2,   34.6715,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        72,    2004.9,    0.0000,2
    1362.0,2,    0.2683,2,   34.6716,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2007.7,    0.0000,2
    1364.0,2,    0.2684,2,   34.6717,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2009.7,    0.0000,2
    1366.0,2,    0.2681,2,   34.6717,2,     218.9,2,     0.226,1,  -999.000,9,     0.004,1,        48,    2011.4,    0.0000,2
    1368.0,2,    0.2668,2,   34.6719,2,     218.8,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2013.2,    0.0000,2
    1370.0,2,    0.2664,2,   34.6717,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        72,    2015.4,    0.0000,2
    1372.0,2,    0.2659,2,   34.6717,2,     218.8,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2017.9,    0.0000,2
    1374.0,2,    0.2637,2,   34.6719,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2019.9,    0.0000,2
    1376.0,2,    0.2634,2,   34.6720,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2021.9,    0.0000,2
    1378.0,2,    0.2630,2,   34.6718,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2023.9,    0.0008,2
    1380.0,2,    0.2633,2,   34.6717,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2025.9,    0.0000,2
    1382.0,2,    0.2634,2,   34.6718,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2027.9,    0.0000,2
    1384.0,2,    0.2638,2,   34.6718,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2029.9,    0.0000,2
    1386.0,2,    0.2632,2,   34.6717,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2031.9,    0.0000,2
    1388.0,2,    0.2628,2,   34.6718,2,     218.8,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2034.2,    0.0000,2
    1390.0,2,    0.2628,2,   34.6717,2,     218.7,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2036.7,    0.0000,2
    1392.0,2,    0.2626,2,   34.6717,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2038.7,    0.0000,2
    1394.0,2,    0.2625,2,   34.6719,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2040.4,    0.0000,2
    1396.0,2,    0.2626,2,   34.6717,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2042.4,    0.0000,2
    1398.0,2,    0.2623,2,   34.6716,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2044.4,    0.0000,2
    1400.0,2,    0.2609,2,   34.6717,2,     219.0,2,     0.226,1,  -999.000,9,     0.004,1,        60,    2046.7,    0.0000,2
    1402.0,2,    0.2598,2,   34.6718,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2049.2,    0.0000,2
    1404.0,2,    0.2593,2,   34.6717,2,     219.2,2,     0.226,1,  -999.000,9,     0.004,1,        36,    2051.2,    0.0000,2
    1406.0,2,    0.2592,2,   34.6717,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2052.7,    0.0000,2
    1408.0,2,    0.2591,2,   34.6717,2,     219.1,2,     0.226,1,  -999.000,9,     0.004,1,        60,    2054.7,    0.0000,2
    1410.0,2,    0.2592,2,   34.6717,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2057.2,    0.0000,2
    1412.0,2,    0.2596,2,   34.6717,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2059.4,    0.0000,2
    1414.0,2,    0.2602,2,   34.6717,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2061.4,    0.0000,2
    1416.0,2,    0.2604,2,   34.6717,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2063.4,    0.0000,2
    1418.0,2,    0.2608,2,   34.6717,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2065.4,    0.0000,2
    1420.0,2,    0.2599,2,   34.6718,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2067.4,    0.0000,2
    1422.0,2,    0.2583,2,   34.6719,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2069.4,    0.0000,2
    1424.0,2,    0.2579,2,   34.6717,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2071.7,    0.0000,2
    1426.0,2,    0.2573,2,   34.6719,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2073.9,    0.0000,2
    1428.0,2,    0.2564,2,   34.6719,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2075.9,    0.0000,2
    1430.0,2,    0.2565,2,   34.6720,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2077.9,    0.0000,2
    1432.0,2,    0.2530,2,   34.6721,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2079.9,    0.0000,2
    1434.0,2,    0.2478,2,   34.6721,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2081.9,    0.0000,2
    1436.0,2,    0.2476,2,   34.6717,2,     218.9,2,     0.226,1,  -999.000,9,     0.005,1,        72,    2084.4,    0.0000,2
    1438.0,2,    0.2473,2,   34.6720,2,     218.8,2,     0.226,1,  -999.000,9,     0.004,1,        36,    2086.7,    0.0000,2
    1440.0,2,    0.2472,2,   34.6719,2,     218.9,2,     0.226,1,  -999.000,9,     0.004,1,        36,    2088.2,    0.0000,2
    1442.0,2,    0.2470,2,   34.6719,2,     218.9,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2089.9,    0.0000,2
    1444.0,2,    0.2468,2,   34.6717,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2092.2,    0.0000,2
    1446.0,2,    0.2459,2,   34.6719,2,     219.1,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2094.7,    0.0000,2
    1448.0,2,    0.2463,2,   34.6717,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2097.2,    0.0000,2
    1450.0,2,    0.2469,2,   34.6721,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2099.2, -999.0000,9
    1452.0,2,    0.2463,2,   34.6720,2,     219.0,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2100.7,    0.0000,2
    1454.0,2,    0.2464,2,   34.6717,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        72,    2102.9,    0.0000,2
    1456.0,2,    0.2441,2,   34.6717,2,     219.0,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2105.4,    0.0000,2
    1458.0,2,    0.2406,2,   34.6717,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2107.4,    0.0000,2
    1460.0,2,    0.2409,2,   34.6717,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2109.2,    0.0000,2
    1462.0,2,    0.2411,2,   34.6716,2,     219.2,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2110.9,    0.0000,2
    1464.0,2,    0.2410,2,   34.6714,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        84,    2113.7,    0.0000,2
    1466.0,2,    0.2401,2,   34.6718,2,     219.2,2,     0.225,1,  -999.000,9,     0.004,1,        36,    2116.2,    0.0000,2
    1468.0,2,    0.2401,2,   34.6718,2,     219.1,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2117.7,    0.0000,2
    1470.0,2,    0.2398,2,   34.6717,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2119.2,    0.0000,2
    1472.0,2,    0.2400,2,   34.6713,2,     219.0,2,     0.226,1,  -999.000,9,     0.005,1,        84,    2121.7,    0.0000,2
    1474.0,2,    0.2394,2,   34.6716,2,     219.1,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2124.4,    0.0000,2
    1476.0,2,    0.2388,2,   34.6717,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2126.4,    0.0000,2
    1478.0,2,    0.2374,2,   34.6718,2,     219.2,2,     0.226,1,  -999.000,9,     0.004,1,        36,    2128.2,    0.0000,2
    1480.0,2,    0.2369,2,   34.6716,2,     219.3,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2130.2,    0.0000,2
    1482.0,2,    0.2368,2,   34.6713,2,     219.3,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2132.7,    0.0000,2
    1484.0,2,    0.2363,2,   34.6716,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2134.7,    0.0000,2
    1486.0,2,    0.2363,2,   34.6717,2,     219.3,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2136.4,    0.0000,2
    1488.0,2,    0.2361,2,   34.6713,2,     219.3,2,     0.226,1,  -999.000,9,     0.005,1,        84,    2139.2,    0.0000,2
    1490.0,2,    0.2357,2,   34.6716,2,     219.2,2,     0.226,1,  -999.000,9,     0.005,1,        24,    2141.4,    0.0000,2
    1492.0,2,    0.2358,2,   34.6714,2,     219.3,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2142.7,    0.0008,2
    1494.0,2,    0.2360,2,   34.6716,2,     219.3,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2144.7,    0.0000,2
    1496.0,2,    0.2358,2,   34.6714,2,     219.4,2,     0.226,1,  -999.000,9,     0.005,1,        60,    2147.2, -999.0000,9
    1498.0,2,    0.2357,2,   34.6715,2,     219.4,2,     0.225,1,  -999.000,9,     0.004,1,        48,    2149.4,    0.0000,2
    1500.0,2,    0.2345,2,   34.6715,2,     219.3,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2151.4,    0.0000,2
    1502.0,2,    0.2333,2,   34.6715,2,     219.4,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2153.2,    0.0000,2
    1504.0,2,    0.2332,2,   34.6711,2,     219.4,2,     0.225,1,  -999.000,9,     0.005,1,        84,    2155.7,    0.0000,2
    1506.0,2,    0.2325,2,   34.6715,2,     219.5,2,     0.226,1,  -999.000,9,     0.005,1,        48,    2158.4,    0.0000,2
    1508.0,2,    0.2315,2,   34.6716,2,     219.5,2,     0.225,1,  -999.000,9,     0.004,1,        24,    2159.9,    0.0000,2
    1510.0,2,    0.2280,2,   34.6713,2,     219.4,2,     0.226,1,  -999.000,9,     0.005,1,        36,    2161.2,    0.0000,2
    1512.0,2,    0.2286,2,   34.6710,2,     219.5,2,     0.225,1,  -999.000,9,     0.005,1,        96,    2163.9,    0.0000,2
    1514.0,2,    0.2244,2,   34.6712,2,     219.6,2,     0.225,1,  -999.000,9,     0.004,1,        46,    2166.9,    0.0000,2
    1516.0,2,    0.2160,2,   34.6709,2,     219.7,2,     0.225,1,  -999.000,9,     0.005,1,        35,    2168.7,    0.0000,2
    1518.0,2,    0.2128,2,   34.6707,2,     219.7,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2170.2,    0.0000,2
    1520.0,2,    0.2116,2,   34.6706,2,     219.8,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2171.7,    0.0000,2
    1522.0,2,    0.2120,2,   34.6705,2,     219.9,2,     0.226,1,  -999.000,9,     0.004,1,        60,    2173.7,    0.0000,2
    1524.0,2,    0.2125,2,   34.6704,2,     220.1,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2176.2,    0.0000,2
    1526.0,2,    0.2129,2,   34.6703,2,     220.2,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2178.7,    0.0000,2
    1528.0,2,    0.2118,2,   34.6703,2,     220.1,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2180.7,    0.0000,2
    1530.0,2,    0.2120,2,   34.6704,2,     220.1,2,     0.225,1,  -999.000,9,     0.004,1,        36,    2182.2,    0.0000,2
