CTD,20171201CCHSIOSEE
NUMBER_HEADERS = 14
EXPOCODE = 33RR20080204
SECT_ID = I06S
STNNBR = 97
CASTNO = 1
DATE = 20080305
TIME = 2343
LATITUDE = -68.2939
LONGITUDE = 31.1577
DEPTH =  1965
INSTRUMENT_ID = 725
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,FLUORM,FLUORM_FLAG_W,PAR,PAR_FLAG_W,SPAR,SPAR_FLAG_W,CTDNOBS,CTDETIME,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,,,SECONDS,/METER,
     360.0,2,   -0.3511,2,   34.5363,2,     258.9,2,     0.232,1,  -999.000,9,     0.005,1,        36,     985.2,    0.0044,2
     362.0,2,   -0.3473,2,   34.5369,2,     258.6,2,     0.232,1,  -999.000,9,     0.005,1,        48,     986.9,    0.0052,2
     364.0,2,   -0.3439,2,   34.5374,2,     258.3,2,     0.232,1,  -999.000,9,     0.005,1,        48,     988.9,    0.0052,2
     366.0,2,   -0.3452,2,   34.5374,2,     258.0,2,     0.231,1,  -999.000,9,     0.005,1,        48,     990.9,    0.0052,2
     368.0,2,   -0.3459,2,   34.5376,2,     257.8,2,     0.232,1,  -999.000,9,     0.005,1,        48,     992.9,    0.0044,2
     370.0,2,   -0.3484,2,   34.5373,2,     257.7,2,     0.232,1,  -999.000,9,     0.005,1,        58,     995.2,    0.0044,2
     372.0,2,   -0.3485,2,   34.5374,2,     257.6,2,     0.232,1,  -999.000,9,     0.005,1,        35,     997.2,    0.0052,2
     374.0,2,   -0.3402,2,   34.5384,2,     257.5,2,     0.232,1,  -999.000,9,     0.005,1,        36,     998.7,    0.0052,2
     376.0,2,   -0.3345,2,   34.5393,2,     257.6,2,     0.232,1,  -999.000,9,     0.005,1,        48,    1000.4,    0.0044,2
     378.0,2,   -0.3332,2,   34.5395,2,     257.4,2,     0.232,1,  -999.000,9,     0.005,1,        60,    1002.7,    0.0044,2
     380.0,2,   -0.3287,2,   34.5404,2,     256.9,2,     0.232,1,  -999.000,9,     0.005,1,        47,    1004.9,    0.0052,2
     382.0,2,   -0.3207,2,   34.5416,2,     256.9,2,     0.232,1,  -999.000,9,     0.005,1,        48,    1006.9,    0.0044,2
     384.0,2,   -0.3152,2,   34.5425,2,     256.8,2,     0.232,1,  -999.000,9,     0.005,1,        35,    1008.7,    0.0044,2
     386.0,2,   -0.3134,2,   34.5428,2,     256.5,2,     0.232,1,  -999.000,9,     0.005,1,        72,    1010.9,    0.0044,2
     388.0,2,   -0.3076,2,   34.5438,2,     256.1,2,     0.232,1,  -999.000,9,     0.005,1,        48,    1013.4,    0.0044,2
     390.0,2,   -0.2972,2,   34.5456,2,     256.0,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1015.2,    0.0044,2
     392.0,2,   -0.2957,2,   34.5459,2,     255.9,2,     0.232,1,  -999.000,9,     0.005,1,        24,    1016.4,    0.0044,2
     394.0,2,   -0.2923,2,   34.5463,2,     255.8,2,     0.232,1,  -999.000,9,     0.005,1,        48,    1017.9,    0.0044,2
     396.0,2,   -0.2871,2,   34.5470,2,     255.5,2,     0.232,1,  -999.000,9,     0.005,1,        84,    1020.7,    0.0044,2
     398.0,2,   -0.2817,2,   34.5480,2,     255.0,2,     0.231,1,  -999.000,9,     0.005,1,        47,    1023.4,    0.0044,2
     400.0,2,   -0.2608,2,   34.5509,2,     254.9,2,     0.232,1,  -999.000,9,     0.005,1,        36,    1025.2,    0.0044,2
     402.0,2,   -0.2426,2,   34.5543,2,     254.7,2,     0.232,1,  -999.000,9,     0.005,1,        36,    1026.7,    0.0044,2
     404.0,2,   -0.2302,2,   34.5561,2,     254.3,2,     0.232,1,  -999.000,9,     0.005,1,        36,    1028.2,    0.0044,2
     406.0,2,   -0.2252,2,   34.5574,2,     253.7,2,     0.231,1,  -999.000,9,     0.005,1,        60,    1030.2,    0.0044,2
     408.0,2,   -0.2173,2,   34.5589,2,     253.2,2,     0.231,1,  -999.000,9,     0.005,1,        47,    1032.4,    0.0044,2
     410.0,2,   -0.2137,2,   34.5599,2,     252.6,2,     0.231,1,  -999.000,9,     0.005,1,        48,    1034.4,    0.0044,2
     412.0,2,   -0.2097,2,   34.5606,2,     252.2,2,     0.231,1,  -999.000,9,     0.005,1,        72,    1036.9,    0.0044,2
     414.0,2,   -0.2070,2,   34.5614,2,     251.9,2,     0.231,1,  -999.000,9,     0.005,1,        48,    1039.4,    0.0044,2
     416.0,2,   -0.2076,2,   34.5612,2,     251.7,2,     0.231,1,  -999.000,9,     0.005,1,        24,    1040.9,    0.0044,2
     418.0,2,   -0.2067,2,   34.5616,2,     251.6,2,     0.231,1,  -999.000,9,     0.005,1,        35,    1042.2,    0.0044,2
     420.0,2,   -0.2040,2,   34.5622,2,     251.6,2,     0.232,1,  -999.000,9,     0.005,1,        35,    1043.7,    0.0044,2
     422.0,2,   -0.2015,2,   34.5624,2,     251.3,2,     0.231,1,  -999.000,9,     0.005,1,        84,    1046.2,    0.0032,2
     424.0,2,   -0.1994,2,   34.5627,2,     250.9,2,     0.231,1,  -999.000,9,     0.005,1,        58,    1049.2,    0.0032,2
     426.0,2,   -0.1900,2,   34.5653,2,     250.8,2,     0.232,1,  -999.000,9,     0.005,1,        36,    1051.2,    0.0032,2
     428.0,2,   -0.1838,2,   34.5665,2,     250.8,2,     0.231,1,  -999.000,9,     0.005,1,        23,    1052.4,    0.0044,2
     430.0,2,   -0.1770,2,   34.5676,2,     250.8,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1053.7,    0.0032,2
     432.0,2,   -0.1717,2,   34.5691,2,     250.4,2,     0.231,1,  -999.000,9,     0.005,1,        72,    1055.9,    0.0032,2
     434.0,2,   -0.1698,2,   34.5696,2,     249.9,2,     0.231,1,  -999.000,9,     0.005,1,        60,    1058.7,    0.0032,2
     436.0,2,   -0.1674,2,   34.5706,2,     249.7,2,     0.231,1,  -999.000,9,     0.005,1,        35,    1060.7,    0.0044,2
     438.0,2,   -0.1605,2,   34.5724,2,     249.5,2,     0.231,1,  -999.000,9,     0.005,1,        48,    1062.4,    0.0032,2
     440.0,2,   -0.1522,2,   34.5745,2,     249.3,2,     0.232,1,  -999.000,9,     0.005,1,        36,    1064.2,    0.0032,2
     442.0,2,   -0.1500,2,   34.5750,2,     249.2,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1065.7,    0.0032,2
     444.0,2,   -0.1491,2,   34.5751,2,     248.9,2,     0.231,1,  -999.000,9,     0.005,1,        72,    1067.9,    0.0032,2
     446.0,2,   -0.1468,2,   34.5758,2,     248.6,2,     0.231,1,  -999.000,9,     0.005,1,        60,    1070.7,    0.0032,2
     448.0,2,   -0.1434,2,   34.5768,2,     248.5,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1072.7,    0.0032,2
     450.0,2,   -0.1426,2,   34.5771,2,     248.3,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1074.2,    0.0032,2
     452.0,2,   -0.1384,2,   34.5778,2,     248.1,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1075.7,    0.0044,2
     454.0,2,   -0.1351,2,   34.5782,2,     248.0,2,     0.231,1,  -999.000,9,     0.005,1,        71,    1077.9,    0.0032,2
     456.0,2,   -0.1347,2,   34.5780,2,     247.8,2,     0.231,1,  -999.000,9,     0.005,1,        59,    1080.6,    0.0032,2
     458.0,2,   -0.1329,2,   34.5789,2,     247.6,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1082.7,    0.0032,2
     460.0,2,   -0.1322,2,   34.5790,2,     247.6,2,     0.231,1,  -999.000,9,     0.005,1,        24,    1083.9,    0.0032,2
     462.0,2,   -0.1303,2,   34.5791,2,     247.6,2,     0.231,1,  -999.000,9,     0.005,1,        47,    1085.4,    0.0044,2
     464.0,2,   -0.1257,2,   34.5799,2,     247.5,2,     0.231,1,  -999.000,9,     0.005,1,        60,    1087.7,    0.0032,2
     466.0,2,   -0.1220,2,   34.5806,2,     247.3,2,     0.231,1,  -999.000,9,     0.005,1,        72,    1090.4,    0.0032,2
     468.0,2,   -0.1182,2,   34.5813,2,     247.0,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1092.7,    0.0044,2
     470.0,2,   -0.1114,2,   34.5825,2,     246.9,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1094.2,    0.0032,2
     472.0,2,   -0.1051,2,   34.5839,2,     246.7,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1095.7,    0.0032,2
     474.0,2,   -0.1027,2,   34.5846,2,     246.5,2,     0.231,1,  -999.000,9,     0.005,1,        60,    1097.7,    0.0032,2
     476.0,2,   -0.0993,2,   34.5849,2,     246.1,2,     0.231,1,  -999.000,9,     0.005,1,        72,    1100.4,    0.0032,2
     478.0,2,   -0.0951,2,   34.5862,2,     246.0,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1102.7,    0.0032,2
     480.0,2,   -0.0906,2,   34.5870,2,     245.9,2,     0.231,1,  -999.000,9,     0.005,1,        35,    1104.2,    0.0032,2
     482.0,2,   -0.0857,2,   34.5879,2,     245.6,2,     0.231,1,  -999.000,9,     0.005,1,        48,    1105.9,    0.0032,2
     484.0,2,   -0.0834,2,   34.5880,2,     245.3,2,     0.231,1,  -999.000,9,     0.005,1,        72,    1108.4,    0.0032,2
     486.0,2,   -0.0834,2,   34.5884,2,     245.0,2,     0.231,1,  -999.000,9,     0.005,1,        48,    1110.9,    0.0032,2
     488.0,2,   -0.0837,2,   34.5884,2,     244.9,2,     0.231,1,  -999.000,9,     0.005,1,        24,    1112.4,    0.0032,2
     490.0,2,   -0.0834,2,   34.5884,2,     244.8,2,     0.231,1,  -999.000,9,     0.005,1,        48,    1113.9,    0.0032,2
     492.0,2,   -0.0825,2,   34.5885,2,     244.9,2,     0.231,1,  -999.000,9,     0.005,1,        60,    1116.2,    0.0032,2
     494.0,2,   -0.0782,2,   34.5891,2,     244.6,2,     0.231,1,  -999.000,9,     0.005,1,        71,    1118.9,    0.0032,2
     496.0,2,   -0.0697,2,   34.5906,2,     244.7,2,     0.231,1,  -999.000,9,     0.005,1,        35,    1121.2,    0.0032,2
     498.0,2,   -0.0690,2,   34.5910,2,     244.7,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1122.7,    0.0032,2
     500.0,2,   -0.0694,2,   34.5908,2,     244.6,2,     0.231,1,  -999.000,9,     0.005,1,        24,    1123.9,    0.0032,2
     502.0,2,   -0.0694,2,   34.5907,2,     244.4,2,     0.231,1,  -999.000,9,     0.005,1,        72,    1125.9,    0.0044,2
     504.0,2,   -0.0674,2,   34.5910,2,     244.2,2,     0.230,1,  -999.000,9,     0.005,1,        71,    1128.9,    0.0032,2
     506.0,2,   -0.0611,2,   34.5920,2,     244.2,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1131.2,    0.0032,2
     508.0,2,   -0.0605,2,   34.5921,2,     244.1,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1132.7,    0.0032,2
     510.0,2,   -0.0570,2,   34.5928,2,     243.9,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1134.2,    0.0032,2
     512.0,2,   -0.0559,2,   34.5931,2,     243.8,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1135.7,    0.0044,2
     514.0,2,   -0.0554,2,   34.5928,2,     243.7,2,     0.230,1,  -999.000,9,     0.005,1,        84,    1138.2,    0.0032,2
     516.0,2,   -0.0546,2,   34.5933,2,     243.6,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1140.9,    0.0032,2
     518.0,2,   -0.0544,2,   34.5931,2,     243.5,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1142.9,    0.0032,2
     520.0,2,   -0.0534,2,   34.5934,2,     243.5,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1144.7,    0.0032,2
     522.0,2,   -0.0464,2,   34.5947,2,     243.3,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1146.2,    0.0032,2
     524.0,2,   -0.0422,2,   34.5953,2,     243.3,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1147.9,    0.0032,2
     526.0,2,   -0.0326,2,   34.5967,2,     243.0,2,     0.231,1,  -999.000,9,     0.005,1,        72,    1150.4,    0.0032,2
     528.0,2,   -0.0211,2,   34.5986,2,     242.7,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1153.2,    0.0032,2
     530.0,2,   -0.0129,2,   34.5999,2,     242.3,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1155.2,    0.0044,2
     532.0,2,   -0.0005,2,   34.6019,2,     242.0,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1156.9,    0.0032,2
     534.0,2,    0.0021,2,   34.6025,2,     241.7,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1158.7,    0.0032,2
     536.0,2,    0.0043,2,   34.6029,2,     241.3,2,     0.231,1,  -999.000,9,     0.005,1,        36,    1160.2,    0.0032,2
     538.0,2,    0.0047,2,   34.6028,2,     241.0,2,     0.230,1,  -999.000,9,     0.005,1,        84,    1162.7,    0.0044,2
     540.0,2,    0.0050,2,   34.6030,2,     240.7,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1165.4, -999.0000,9
     542.0,2,    0.0079,2,   34.6035,2,     240.7,2,     0.230,1,  -999.000,9,     0.005,1,        35,    1167.2,    0.0052,2
     544.0,2,    0.0102,2,   34.6040,2,     240.6,2,     0.230,1,  -999.000,9,     0.005,1,        24,    1168.4,    0.0032,2
     546.0,2,    0.0104,2,   34.6040,2,     240.6,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1170.2,    0.0032,2
     548.0,2,    0.0092,2,   34.6036,2,     240.2,2,     0.230,1,  -999.000,9,     0.005,1,        72,    1172.9,    0.0032,2
     550.0,2,    0.0121,2,   34.6044,2,     240.2,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1175.4,    0.0032,2
     552.0,2,    0.0140,2,   34.6047,2,     240.3,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1177.2,    0.0032,2
     554.0,2,    0.0164,2,   34.6050,2,     240.3,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1178.7,    0.0032,2
     556.0,2,    0.0192,2,   34.6053,2,     240.1,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1180.4,    0.0032,2
     558.0,2,    0.0214,2,   34.6055,2,     240.0,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1182.7,    0.0044,2
     560.0,2,    0.0239,2,   34.6060,2,     239.9,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1184.9,    0.0044,2
     562.0,2,    0.0260,2,   34.6065,2,     239.9,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1187.2,    0.0052,2
     564.0,2,    0.0292,2,   34.6067,2,     239.7,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1189.4,    0.0032,2
     566.0,2,    0.0335,2,   34.6074,2,     239.7,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1191.2,    0.0032,2
     568.0,2,    0.0355,2,   34.6079,2,     239.5,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1192.9,    0.0052,2
     570.0,2,    0.0408,2,   34.6086,2,     239.3,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1194.7,    0.0032,2
     572.0,2,    0.0468,2,   34.6096,2,     239.1,2,     0.230,1,  -999.000,9,     0.005,1,        72,    1196.9,    0.0032,2
     574.0,2,    0.0518,2,   34.6102,2,     238.9,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1199.4,    0.0044,2
     576.0,2,    0.0530,2,   34.6106,2,     238.7,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1201.4,    0.0032,2
     578.0,2,    0.0556,2,   34.6110,2,     238.5,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1203.2,    0.0032,2
     580.0,2,    0.0571,2,   34.6112,2,     238.3,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1204.7,    0.0032,2
     582.0,2,    0.0628,2,   34.6121,2,     238.2,2,     0.230,1,  -999.000,9,     0.005,1,        71,    1206.9,    0.0032,2
     584.0,2,    0.0689,2,   34.6132,2,     238.1,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1209.4,    0.0044,2
     586.0,2,    0.0732,2,   34.6139,2,     237.8,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1211.4,    0.0044,2
     588.0,2,    0.0752,2,   34.6141,2,     237.6,2,     0.230,1,  -999.000,9,     0.005,1,        35,    1213.2,    0.0044,2
     590.0,2,    0.0825,2,   34.6153,2,     237.4,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1215.2,    0.0044,2
     592.0,2,    0.0854,2,   34.6159,2,     237.2,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1217.4,    0.0044,2
     594.0,2,    0.0866,2,   34.6161,2,     236.9,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1219.2,    0.0044,2
     596.0,2,    0.0873,2,   34.6162,2,     236.8,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1220.9,    0.0044,2
     598.0,2,    0.0906,2,   34.6166,2,     236.6,2,     0.230,1,  -999.000,9,     0.005,1,        70,    1223.4,    0.0032,2
     600.0,2,    0.0940,2,   34.6174,2,     236.5,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1225.7,    0.0044,2
     602.0,2,    0.0966,2,   34.6177,2,     236.4,2,     0.230,1,  -999.000,9,     0.005,1,        35,    1227.2,    0.0044,2
     604.0,2,    0.1043,2,   34.6189,2,     236.2,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1229.2,    0.0032,2
     606.0,2,    0.1059,2,   34.6192,2,     236.1,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1231.2,    0.0044,2
     608.0,2,    0.1093,2,   34.6198,2,     235.9,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1233.2,    0.0044,2
     610.0,2,    0.1146,2,   34.6205,2,     235.6,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1235.4,    0.0032,2
     612.0,2,    0.1171,2,   34.6209,2,     235.3,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1237.4,    0.0032,2
     614.0,2,    0.1244,2,   34.6222,2,     235.1,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1239.4,    0.0044,2
     616.0,2,    0.1285,2,   34.6231,2,     235.1,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1241.2,    0.0044,2
     618.0,2,    0.1297,2,   34.6231,2,     234.8,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1243.2,    0.0044,2
     620.0,2,    0.1301,2,   34.6233,2,     234.5,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1245.7,    0.0032,2
     622.0,2,    0.1314,2,   34.6236,2,     234.4,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1247.7,    0.0044,2
     624.0,2,    0.1322,2,   34.6238,2,     234.4,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1249.2,    0.0044,2
     626.0,2,    0.1339,2,   34.6239,2,     234.3,2,     0.230,1,  -999.000,9,     0.005,1,        84,    1251.7,    0.0044,2
     628.0,2,    0.1376,2,   34.6246,2,     234.2,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1254.2,    0.0044,2
     630.0,2,    0.1391,2,   34.6251,2,     234.1,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1255.7,    0.0032,2
     632.0,2,    0.1386,2,   34.6251,2,     234.0,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1257.2,    0.0044,2
     634.0,2,    0.1400,2,   34.6252,2,     233.7,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1258.9,    0.0032,2
     636.0,2,    0.1402,2,   34.6247,2,     233.8,2,     0.230,1,  -999.000,9,     0.005,1,        96,    1261.9,    0.0044,2
     638.0,2,    0.1405,2,   34.6255,2,     233.9,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1264.7,    0.0044,2
     640.0,2,    0.1406,2,   34.6254,2,     233.8,2,     0.230,1,  -999.000,9,     0.005,1,        24,    1265.9,    0.0044,2
     642.0,2,    0.1407,2,   34.6253,2,     233.8,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1267.2,    0.0032,2
     644.0,2,    0.1409,2,   34.6253,2,     233.8,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1268.9,    0.0032,2
     646.0,2,    0.1412,2,   34.6253,2,     233.7,2,     0.230,1,  -999.000,9,     0.005,1,        72,    1271.4,    0.0052,2
     648.0,2,    0.1412,2,   34.6253,2,     233.7,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1274.2,    0.0044,2
     650.0,2,    0.1412,2,   34.6252,2,     233.5,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1276.4,    0.0032,2
     652.0,2,    0.1413,2,   34.6254,2,     233.6,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1278.2,    0.0032,2
     654.0,2,    0.1416,2,   34.6255,2,     233.6,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1279.7,    0.0032,2
     656.0,2,    0.1421,2,   34.6256,2,     233.6,2,     0.231,1,  -999.000,9,     0.005,1,        48,    1281.4,    0.0032,2
     658.0,2,    0.1429,2,   34.6256,2,     233.6,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1283.7,    0.0032,2
     660.0,2,    0.1432,2,   34.6255,2,     233.6,2,     0.230,1,  -999.000,9,     0.005,1,        60,    1286.2,    0.0032,2
     662.0,2,    0.1449,2,   34.6260,2,     233.6,2,     0.230,1,  -999.000,9,     0.005,1,        36,    1288.2,    0.0044,2
     664.0,2,    0.1459,2,   34.6262,2,     233.5,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1289.9,    0.0044,2
     666.0,2,    0.1493,2,   34.6267,2,     233.4,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1291.9,    0.0052,2
     668.0,2,    0.1500,2,   34.6267,2,     233.5,2,     0.230,1,  -999.000,9,     0.005,1,        48,    1293.9,    0.0032,2
     670.0,2,    0.1517,2,   34.6271,2,     233.4,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1296.2,    0.0032,2
     672.0,2,    0.1530,2,   34.6274,2,     233.3,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1298.2,    0.0032,2
     674.0,2,    0.1543,2,   34.6276,2,     233.2,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1299.7,    0.0032,2
     676.0,2,    0.1560,2,   34.6278,2,     233.1,2,     0.229,1,  -999.000,9,     0.005,1,        72,    1301.9,    0.0044,2
     678.0,2,    0.1604,2,   34.6286,2,     232.9,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1304.7,    0.0032,2
     680.0,2,    0.1644,2,   34.6293,2,     232.8,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1306.9,    0.0060,2
     682.0,2,    0.1683,2,   34.6300,2,     232.8,2,     0.229,1,  -999.000,9,     0.005,1,        24,    1308.4,    0.0032,2
     684.0,2,    0.1725,2,   34.6307,2,     232.7,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1309.7,    0.0032,2
     686.0,2,    0.1747,2,   34.6311,2,     232.5,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1311.4,    0.0032,2
     688.0,2,    0.1750,2,   34.6312,2,     232.2,2,     0.229,1,  -999.000,9,     0.005,1,        72,    1313.9,    0.0032,2
     690.0,2,    0.1757,2,   34.6311,2,     231.9,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1316.7,    0.0032,2
     692.0,2,    0.1779,2,   34.6318,2,     231.9,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1318.7,    0.0032,2
     694.0,2,    0.1808,2,   34.6324,2,     231.9,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1320.2,    0.0032,2
     696.0,2,    0.1842,2,   34.6329,2,     231.9,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1321.7,    0.0032,2
     698.0,2,    0.1847,2,   34.6326,2,     231.7,2,     0.229,1,  -999.000,9,     0.005,1,        84,    1324.2,    0.0032,2
     700.0,2,    0.1848,2,   34.6329,2,     231.5,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1326.9,    0.0032,2
     702.0,2,    0.1845,2,   34.6329,2,     231.4,2,     0.229,1,  -999.000,9,     0.005,1,        24,    1328.4,    0.0044,2
     704.0,2,    0.1848,2,   34.6329,2,     231.5,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1329.7,    0.0032,2
     706.0,2,    0.1845,2,   34.6328,2,     231.4,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1331.4,    0.0032,2
     708.0,2,    0.1845,2,   34.6325,2,     231.3,2,     0.229,1,  -999.000,9,     0.005,1,        96,    1334.4,    0.0052,2
     710.0,2,    0.1853,2,   34.6330,2,     231.3,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1337.2,    0.0032,2
     712.0,2,    0.1865,2,   34.6333,2,     231.4,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1338.7,    0.0032,2
     714.0,2,    0.1885,2,   34.6334,2,     231.2,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1340.2,    0.0032,2
     716.0,2,    0.1882,2,   34.6334,2,     231.3,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1341.9,    0.0032,2
     718.0,2,    0.1900,2,   34.6337,2,     231.3,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1344.2,    0.0032,2
     720.0,2,    0.1898,2,   34.6333,2,     231.3,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1346.7,    0.0032,2
     722.0,2,    0.1892,2,   34.6337,2,     231.3,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1348.9,    0.0032,2
     724.0,2,    0.1905,2,   34.6339,2,     231.3,2,     0.229,1,  -999.000,9,     0.005,1,        35,    1350.7,    0.0032,2
     726.0,2,    0.1926,2,   34.6342,2,     231.1,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1352.4,    0.0032,2
     728.0,2,    0.1960,2,   34.6347,2,     231.1,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1354.4,    0.0032,2
     730.0,2,    0.1955,2,   34.6346,2,     231.1,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1356.7,    0.0032,2
     732.0,2,    0.1968,2,   34.6347,2,     231.1,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1358.9,    0.0032,2
     734.0,2,    0.1999,2,   34.6352,2,     231.1,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1360.7,    0.0032,2
     736.0,2,    0.2015,2,   34.6356,2,     231.0,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1362.4,    0.0044,2
     738.0,2,    0.2004,2,   34.6355,2,     230.8,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1364.4,    0.0032,2
     740.0,2,    0.2023,2,   34.6358,2,     230.7,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1366.4,    0.0032,2
     742.0,2,    0.2041,2,   34.6359,2,     230.5,2,     0.229,1,  -999.000,9,     0.005,1,        72,    1368.9,    0.0032,2
     744.0,2,    0.2047,2,   34.6361,2,     230.4,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1371.4,    0.0032,2
     746.0,2,    0.2064,2,   34.6362,2,     230.4,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1373.2,    0.0032,2
     748.0,2,    0.2083,2,   34.6366,2,     230.4,2,     0.229,1,  -999.000,9,     0.005,1,        24,    1374.4,    0.0032,2
     750.0,2,    0.2095,2,   34.6369,2,     230.3,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1375.7,    0.0032,2
